run,tau_hat,c,theta,rho_s,rho_pi,alpha,mu,epsilon,delta_cenp,trigger_rate,cond_switching,total_switching,enp_final
21,1.616943359375,0.5977783203125,0.833935546875,54.9951171875,64.89013671875,0.08481445312500001,0.49169921875,0.2018310546875,0.00018640426830285328,0.058,0.02586206896551724,0.0015,3.0223578925098407
22,2.378662109375,1.4088134765625,0.833935546875,54.9951171875,64.89013671875,0.08481445312500001,0.49169921875,0.2018310546875,0.0,0.038,0.0,0.0,5.246988884254049
23,2.378662109375,0.5977783203125,0.493798828125,54.9951171875,64.89013671875,0.08481445312500001,0.49169921875,0.2018310546875,0.0,0.009,0.0,0.0,3.0755982038506486
24,2.378662109375,0.5977783203125,0.833935546875,42.5634765625,64.89013671875,0.08481445312500001,0.49169921875,0.2018310546875,0.0,0.01,0.0,0.0,3.0734052100365115
25,2.378662109375,0.5977783203125,0.833935546875,54.9951171875,191.52587890625,0.08481445312500001,0.49169921875,0.2018310546875,0.0,0.0085,0.0,0.0,3.1886789143823764
26,2.378662109375,0.5977783203125,0.833935546875,54.9951171875,64.89013671875,0.079541015625,0.49169921875,0.2018310546875,0.0,0.008,0.0,0.0,3.1717888413296773
27,2.378662109375,0.5977783203125,0.833935546875,54.9951171875,64.89013671875,0.08481445312500001,0.88232421875,0.2018310546875,0.0,0.0065,0.0,0.0,3.071243638686613
28,2.378662109375,0.5977783203125,0.833935546875,54.9951171875,64.89013671875,0.08481445312500001,0.49169921875,0.3231201171875,0.0,0.013,0.0,0.0,3.635233409249125
29,1.616943359375,1.4088134765625,0.493798828125,42.5634765625,191.52587890625,0.079541015625,0.88232421875,0.3231201171875,0.0,0.193,0.0,0.0,5.513332616600095
30,1.128662109375,1.9727783203125,2.183935546875,149.9951171875,162.39013671875,0.534814453125,0.99169921875,0.4268310546875,0.0008556849975725807,0.4055,0.01972872996300863,0.008,5.968919834422164
31,2.866943359375,1.9727783203125,2.183935546875,149.9951171875,162.39013671875,0.534814453125,0.99169921875,0.4268310546875,0.0,0.0275,0.0,0.0,5.988974298316799
32,1.128662109375,2.7838134765625,2.183935546875,149.9951171875,162.39013671875,0.534814453125,0.99169921875,0.4268310546875,0.001074209019581572,0.4135,0.044740024183796856,0.0185,5.836996048353675
33,1.128662109375,1.9727783203125,1.8437988281250002,149.9951171875,162.39013671875,0.534814453125,0.99169921875,0.4268310546875,0.0020700689015118456,0.3825,0.01437908496732026,0.0055,5.963864942314516
34,1.128662109375,1.9727783203125,2.183935546875,137.5634765625,162.39013671875,0.534814453125,0.99169921875,0.4268310546875,0.00018895495037050264,0.3925,0.011464968152866241,0.0045,5.914902300601249
35,1.128662109375,1.9727783203125,2.183935546875,149.9951171875,94.02587890625,0.534814453125,0.99169921875,0.4268310546875,0.00022205557967644972,0.361,0.018005540166204988,0.0065,5.9363563238519825
36,1.128662109375,1.9727783203125,2.183935546875,149.9951171875,162.39013671875,0.529541015625,0.99169921875,0.4268310546875,-0.00010541537603305645,0.409,0.0550122249388753,0.0225,5.928033671231252
37,1.128662109375,1.9727783203125,2.183935546875,149.9951171875,162.39013671875,0.534814453125,0.38232421875,0.4268310546875,0.0007642219001532165,0.3805,0.04467805519053877,0.017,5.973983302716669
38,1.128662109375,1.9727783203125,2.183935546875,149.9951171875,162.39013671875,0.534814453125,0.99169921875,0.0981201171875,-0.0020244433756067444,0.4565,0.03723986856516977,0.017,5.918140283597282
39,2.866943359375,2.7838134765625,1.8437988281250002,137.5634765625,94.02587890625,0.529541015625,0.38232421875,0.0981201171875,0.0,0.018,0.0,0.0,5.608037439257944
40,1.441162109375,0.2540283203125,2.521435546875,126.2451171875,186.76513671875,0.872314453125,0.36669921875,0.25808105468750003,0.0002683397376831431,0.105,0.08095238095238096,0.0085,3.041219163938439
41,1.304443359375,0.2540283203125,2.521435546875,126.2451171875,186.76513671875,0.872314453125,0.36669921875,0.25808105468750003,0.0006367835469422989,0.11,0.05909090909090909,0.0065,2.881653377441841
42,1.441162109375,0.3775634765625,2.521435546875,126.2451171875,186.76513671875,0.872314453125,0.36669921875,0.25808105468750003,0.001251939830705373,0.0975,0.046153846153846156,0.0045,2.9536600278234775
43,1.441162109375,0.2540283203125,0.831298828125,126.2451171875,186.76513671875,0.872314453125,0.36669921875,0.25808105468750003,0.00015111804171852317,0.0925,0.10270270270270271,0.0095,2.865444459090049
44,1.441162109375,0.2540283203125,2.521435546875,113.8134765625,186.76513671875,0.872314453125,0.36669921875,0.25808105468750003,5.178919088499878e-05,0.0905,0.0718232044198895,0.0065,2.8445253553878866
45,1.441162109375,0.2540283203125,2.521435546875,126.2451171875,167.15087890625,0.872314453125,0.36669921875,0.25808105468750003,-9.044355425480433e-05,0.098,0.07653061224489796,0.0075,2.854708198864683
46,1.441162109375,0.2540283203125,2.521435546875,126.2451171875,186.76513671875,0.867041015625,0.36669921875,0.25808105468750003,4.1886158339776713e-05,0.0985,0.07614213197969544,0.0075,2.8657236525367384
47,1.441162109375,0.2540283203125,2.521435546875,126.2451171875,186.76513671875,0.872314453125,0.25732421875,0.25808105468750003,8.679815632195442e-05,0.087,0.16091954022988506,0.014,2.759107814896975
48,1.441162109375,0.2540283203125,2.521435546875,126.2451171875,186.76513671875,0.872314453125,0.36669921875,0.1543701171875,5.538225349932535e-05,0.051,0.11764705882352941,0.006,2.4533916913436977
49,1.304443359375,0.3775634765625,0.831298828125,113.8134765625,167.15087890625,0.867041015625,0.25732421875,0.1543701171875,0.0011730577562004685,0.0695,0.2949640287769784,0.0205,2.5527493748954964
50,2.691162109375,1.6290283203125,1.171435546875,31.2451171875,89.26513671875,0.422314453125,0.86669921875,0.4830810546875,0.0,0.045,0.0,0.0,5.8552465937102935
51,2.554443359375,1.6290283203125,1.171435546875,31.2451171875,89.26513671875,0.422314453125,0.86669921875,0.4830810546875,0.0,0.0,0.0,0.0,5.859277726834615
52,2.691162109375,1.7525634765625,1.171435546875,31.2451171875,89.26513671875,0.422314453125,0.86669921875,0.4830810546875,0.0,0.064,0.0,0.0,5.91603956647262
53,2.691162109375,1.6290283203125,2.181298828125,31.2451171875,89.26513671875,0.422314453125,0.86669921875,0.4830810546875,0.0,0.0085,0.0,0.0,5.845338196654713
54,2.691162109375,1.6290283203125,1.171435546875,18.8134765625,89.26513671875,0.422314453125,0.86669921875,0.4830810546875,0.0,0.001,0.0,0.0,5.844142562013657
55,2.691162109375,1.6290283203125,1.171435546875,31.2451171875,69.65087890625,0.422314453125,0.86669921875,0.4830810546875,0.0,0.1025,0.0,0.0,5.881712872422708
56,2.691162109375,1.6290283203125,1.171435546875,31.2451171875,89.26513671875,0.417041015625,0.86669921875,0.4830810546875,0.0,0.0345,0.0,0.0,5.888033161402764
57,2.691162109375,1.6290283203125,1.171435546875,31.2451171875,89.26513671875,0.422314453125,0.75732421875,0.4830810546875,0.0,0.0195,0.0,0.0,5.841240913219603
58,2.691162109375,1.6290283203125,1.171435546875,31.2451171875,89.26513671875,0.422314453125,0.86669921875,0.3793701171875,0.0,0.064,0.0,0.0,5.787154253703056
59,2.554443359375,1.7525634765625,2.181298828125,18.8134765625,69.65087890625,0.417041015625,0.75732421875,0.3793701171875,0.0,0.1095,0.0,0.0,5.833148616960462
60,2.066162109375,0.9415283203125,1.8464355468750002,173.7451171875,40.51513671875,0.197314453125,0.11669921875,0.3705810546875,0.026335190988270585,0.0675,0.4962962962962963,0.0335,4.556545591656052
61,1.929443359375,0.9415283203125,1.8464355468750002,173.7451171875,40.51513671875,0.197314453125,0.11669921875,0.3705810546875,0.0210063388569921,0.075,0.4,0.03,4.477027253903408
62,2.066162109375,2.4400634765625,1.8464355468750002,173.7451171875,40.51513671875,0.197314453125,0.11669921875,0.3705810546875,-0.004073711577778383,0.122,0.09836065573770492,0.012,5.956795363230489
63,2.066162109375,0.9415283203125,2.856298828125,173.7451171875,40.51513671875,0.197314453125,0.11669921875,0.3705810546875,0.0,0.068,0.0,0.0,4.800664411954613
64,2.066162109375,0.9415283203125,1.8464355468750002,66.3134765625,40.51513671875,0.197314453125,0.11669921875,0.3705810546875,0.0006618755012370303,0.0585,0.017094017094017096,0.001,4.574963057173312
65,2.066162109375,0.9415283203125,1.8464355468750002,173.7451171875,118.40087890625,0.197314453125,0.11669921875,0.3705810546875,0.0,0.065,0.0,0.0,4.697956623766494
66,2.066162109375,0.9415283203125,1.8464355468750002,173.7451171875,40.51513671875,0.642041015625,0.11669921875,0.3705810546875,0.00875873355462159,0.0525,0.21904761904761905,0.0115,4.552417675216866
67,2.066162109375,0.9415283203125,1.8464355468750002,173.7451171875,40.51513671875,0.197314453125,0.50732421875,0.3705810546875,0.0,0.0605,0.0,0.0,4.609017081017302
68,2.066162109375,0.9415283203125,1.8464355468750002,173.7451171875,40.51513671875,0.197314453125,0.11669921875,0.26687011718750003,0.013867579329236046,0.042,0.39285714285714285,0.0165,4.335977556980166
69,1.929443359375,2.4400634765625,2.856298828125,66.3134765625,118.40087890625,0.642041015625,0.50732421875,0.26687011718750003,-0.0023343858206857256,0.1865,0.01876675603217158,0.0035,5.886612078150661
70,0.816162109375,2.3165283203125,0.496435546875,78.7451171875,138.01513671875,0.647314453125,0.61669921875,0.1455810546875,0.035133202160577956,0.5225,0.10717703349282297,0.056,5.723656157080019
71,0.679443359375,2.3165283203125,0.496435546875,78.7451171875,138.01513671875,0.647314453125,0.61669921875,0.1455810546875,-0.0011106304498241567,0.5795,0.028472821397756688,0.0165,5.95007883854461
72,0.816162109375,1.0650634765625,0.496435546875,78.7451171875,138.01513671875,0.647314453125,0.61669921875,0.1455810546875,0.02225820150116764,0.2665,0.10131332082551595,0.027,4.239183194182146
73,0.816162109375,2.3165283203125,1.506298828125,78.7451171875,138.01513671875,0.647314453125,0.61669921875,0.1455810546875,-0.001094313976239646,0.573,0.03926701570680628,0.0225,5.944154666904433
74,0.816162109375,2.3165283203125,0.496435546875,161.3134765625,138.01513671875,0.647314453125,0.61669921875,0.1455810546875,0.003666474197666681,0.522,0.03639846743295019,0.019,5.888830654896855
75,0.816162109375,2.3165283203125,0.496435546875,78.7451171875,20.90087890625,0.647314453125,0.61669921875,0.1455810546875,0.002229634612254297,0.515,0.05436893203883495,0.028,5.878445503870956
76,0.816162109375,2.3165283203125,0.496435546875,78.7451171875,138.01513671875,0.192041015625,0.61669921875,0.1455810546875,0.031225916885455795,0.5155,0.09117361784675072,0.047,5.698362860350221
77,0.816162109375,2.3165283203125,0.496435546875,78.7451171875,138.01513671875,0.647314453125,0.00732421875,0.1455810546875,0.06198907317370246,0.5485,0.18778486782133091,0.103,5.63677204612007
78,0.816162109375,2.3165283203125,0.496435546875,78.7451171875,138.01513671875,0.647314453125,0.61669921875,0.4918701171875,0.0063973156542392225,0.504,0.06448412698412699,0.0325,5.886889308820327
79,0.679443359375,1.0650634765625,1.506298828125,161.3134765625,20.90087890625,0.192041015625,0.00732421875,0.4918701171875,0.03286809604794333,0.466,0.09012875536480687,0.042,5.007573955607856
80,0.972412109375,0.7696533203125,1.677685546875,19.3701171875,28.32763671875,0.478564453125,0.30419921875,0.22995605468750002,0.007690124198935611,0.179,0.1005586592178771,0.018,3.548723080717481
81,1.148193359375,0.7696533203125,1.677685546875,19.3701171875,28.32763671875,0.478564453125,0.30419921875,0.22995605468750002,0.003382238567181506,0.1235,0.1214574898785425,0.015,3.6292107918212118
82,0.972412109375,2.9556884765625,1.677685546875,19.3701171875,28.32763671875,0.478564453125,0.30419921875,0.22995605468750002,0.026142310782062056,0.4485,0.13935340022296544,0.0625,5.4847264081349465
83,0.972412109375,0.7696533203125,1.337548828125,19.3701171875,28.32763671875,0.478564453125,0.30419921875,0.22995605468750002,0.009389792166966782,0.158,0.14873417721518986,0.0235,3.607607723166614
84,0.972412109375,0.7696533203125,1.677685546875,196.9384765625,28.32763671875,0.478564453125,0.30419921875,0.22995605468750002,0.007365145313828481,0.1675,0.10746268656716418,0.018,3.6195950397069567
85,0.972412109375,0.7696533203125,1.677685546875,19.3701171875,57.46337890625,0.478564453125,0.30419921875,0.22995605468750002,0.014958714027774878,0.1885,0.15384615384615385,0.029,3.6082781116437324
86,0.972412109375,0.7696533203125,1.677685546875,19.3701171875,28.32763671875,0.585791015625,0.30419921875,0.22995605468750002,0.011370110860297933,0.153,0.1503267973856209,0.023,3.664889805925759
87,0.972412109375,0.7696533203125,1.677685546875,19.3701171875,28.32763671875,0.478564453125,0.94482421875,0.22995605468750002,0.014651789055370568,0.2595,0.05394990366088632,0.014,3.665722743060328
88,0.972412109375,0.7696533203125,1.677685546875,19.3701171875,28.32763671875,0.478564453125,0.30419921875,0.1262451171875,0.009030164321449097,0.1445,0.1453287197231834,0.021,3.2640857540609303
89,1.148193359375,2.9556884765625,1.337548828125,196.9384765625,57.46337890625,0.585791015625,0.94482421875,0.1262451171875,0.0061638281341998835,0.3885,0.0489060489060489,0.019,5.5416705920166685
90,2.222412109375,2.1446533203125,0.327685546875,114.3701171875,125.82763671875,0.028564453125,0.80419921875,0.4549560546875,0.0004581630364668861,0.094,0.015957446808510637,0.0015,5.958428047512506
91,2.398193359375,2.1446533203125,0.327685546875,114.3701171875,125.82763671875,0.028564453125,0.80419921875,0.4549560546875,0.00013816752468116637,0.1835,0.0027247956403269754,0.0005,5.951760977279152
92,2.222412109375,1.5806884765625,0.327685546875,114.3701171875,125.82763671875,0.028564453125,0.80419921875,0.4549560546875,0.0,0.0815,0.0,0.0,5.7853630315302285
93,2.222412109375,2.1446533203125,2.687548828125,114.3701171875,125.82763671875,0.028564453125,0.80419921875,0.4549560546875,0.0,0.0,0.0,0.0,5.938242280285034
94,2.222412109375,2.1446533203125,0.327685546875,101.9384765625,125.82763671875,0.028564453125,0.80419921875,0.4549560546875,0.0,0.0795,0.0,0.0,5.987988095879665
95,2.222412109375,2.1446533203125,0.327685546875,114.3701171875,154.96337890625,0.028564453125,0.80419921875,0.4549560546875,-4.2927665620240245e-05,0.2065,0.002421307506053269,0.0005,5.981165310437432
96,2.222412109375,2.1446533203125,0.327685546875,114.3701171875,125.82763671875,0.135791015625,0.80419921875,0.4549560546875,-9.891527754444379e-05,0.1015,0.019704433497536946,0.002,5.943889681407513
97,2.222412109375,2.1446533203125,0.327685546875,114.3701171875,125.82763671875,0.028564453125,0.44482421875,0.4549560546875,0.0,0.0785,0.0,0.0,5.97473285475723
98,2.222412109375,2.1446533203125,0.327685546875,114.3701171875,125.82763671875,0.028564453125,0.80419921875,0.3512451171875,0.0,0.0855,0.0,0.0,5.921592197710119
99,2.398193359375,1.5806884765625,2.687548828125,101.9384765625,154.96337890625,0.135791015625,0.44482421875,0.3512451171875,0.0,0.0305,0.0,0.0,5.79779046205491
100,2.847412109375,1.4571533203125,2.352685546875,66.8701171875,174.57763671875,0.25356445312500003,0.05419921875,0.3424560546875,0.026226421866864053,0.06,0.5,0.03,5.369372561969271
101,1.773193359375,1.4571533203125,2.352685546875,66.8701171875,174.57763671875,0.25356445312500003,0.05419921875,0.3424560546875,0.17045512793431997,0.158,0.8544303797468354,0.135,4.772005506894354
102,2.847412109375,0.8931884765625,2.352685546875,66.8701171875,174.57763671875,0.25356445312500003,0.05419921875,0.3424560546875,0.0010884298149914096,0.0025,0.8,0.002,4.421765699479117
103,2.847412109375,1.4571533203125,2.012548828125,66.8701171875,174.57763671875,0.25356445312500003,0.05419921875,0.3424560546875,0.0,0.0,0.0,0.0,5.5349685475412285
104,2.847412109375,1.4571533203125,2.352685546875,54.4384765625,174.57763671875,0.25356445312500003,0.05419921875,0.3424560546875,0.029982020763410944,0.033,0.8787878787878788,0.029,5.423728813559322
105,2.847412109375,1.4571533203125,2.352685546875,66.8701171875,8.71337890625,0.25356445312500003,0.05419921875,0.3424560546875,0.017245850689077705,0.056,0.3482142857142857,0.0195,5.459036752964939
106,2.847412109375,1.4571533203125,2.352685546875,66.8701171875,174.57763671875,0.810791015625,0.05419921875,0.3424560546875,0.011292897542336713,0.053,0.24528301886792453,0.013,5.518230855187826
107,2.847412109375,1.4571533203125,2.352685546875,66.8701171875,174.57763671875,0.25356445312500003,0.19482421875,0.3424560546875,-0.004198502115062661,0.203,0.03940886699507389,0.008,5.566704427478367
108,2.847412109375,1.4571533203125,2.352685546875,66.8701171875,174.57763671875,0.25356445312500003,0.05419921875,0.23874511718750002,0.032819127634517276,0.082,0.5182926829268293,0.0425,5.368392515387155
109,1.773193359375,0.8931884765625,2.012548828125,54.4384765625,8.71337890625,0.810791015625,0.19482421875,0.23874511718750002,0.006349582061908665,0.089,0.19101123595505617,0.017,4.147613566843977
110,1.597412109375,2.8321533203125,1.002685546875,161.8701171875,77.07763671875,0.703564453125,0.55419921875,0.1174560546875,0.002826616094353973,0.257,0.038910505836575876,0.01,5.590902483478883
111,0.523193359375,2.8321533203125,1.002685546875,161.8701171875,77.07763671875,0.703564453125,0.55419921875,0.1174560546875,0.0011155436099556937,0.53,0.012264150943396227,0.0065,5.488097688138847
112,1.597412109375,2.2681884765625,1.002685546875,161.8701171875,77.07763671875,0.703564453125,0.55419921875,0.1174560546875,-0.0010337141792980727,0.2455,0.008146639511201629,0.002,5.93220087618607
113,1.597412109375,2.8321533203125,0.662548828125,161.8701171875,77.07763671875,0.703564453125,0.55419921875,0.1174560546875,0.0012320944084258656,0.248,0.03225806451612903,0.008,5.553858543222903
114,1.597412109375,2.8321533203125,1.002685546875,149.4384765625,77.07763671875,0.703564453125,0.55419921875,0.1174560546875,-0.00018686526150055172,0.2485,0.02414486921529175,0.006,5.490417848250341
115,1.597412109375,2.8321533203125,1.002685546875,161.8701171875,106.21337890625,0.703564453125,0.55419921875,0.1174560546875,-0.00023201281942099305,0.218,0.02522935779816514,0.0055,5.48979995168976
116,1.597412109375,2.8321533203125,1.002685546875,161.8701171875,77.07763671875,0.360791015625,0.55419921875,0.1174560546875,0.00033406947078554183,0.264,0.011363636363636364,0.003,5.666797947485781
117,1.597412109375,2.8321533203125,1.002685546875,161.8701171875,77.07763671875,0.703564453125,0.69482421875,0.1174560546875,-0.0004388490022332603,0.2695,0.012987012987012988,0.0035,5.619982409455061
118,1.597412109375,2.8321533203125,1.002685546875,161.8701171875,77.07763671875,0.703564453125,0.55419921875,0.4637451171875,0.0014381887869282309,0.286,0.012237762237762238,0.0035,5.799959400284196
119,0.523193359375,2.2681884765625,0.662548828125,149.4384765625,106.21337890625,0.360791015625,0.69482421875,0.4637451171875,0.0015173045386077891,0.631,0.011885895404120444,0.0075,5.929527564891267
120,1.284912109375,1.1134033203125,0.6651855468750001,185.6201171875,101.45263671875,0.591064453125,0.17919921875,0.2862060546875,0.0965487254576054,0.1845,0.4742547425474255,0.0875,4.285564290964102
121,2.085693359375,1.1134033203125,0.6651855468750001,185.6201171875,101.45263671875,0.591064453125,0.17919921875,0.2862060546875,0.012993773263654168,0.0595,0.2605042016806723,0.0155,4.800583750984119
122,1.284912109375,1.2369384765625,0.6651855468750001,185.6201171875,101.45263671875,0.591064453125,0.17919921875,0.2862060546875,0.12099070509475404,0.225,0.4777777777777778,0.1075,4.4605818382949876
123,1.284912109375,1.1134033203125,1.6750488281250002,185.6201171875,101.45263671875,0.591064453125,0.17919921875,0.2862060546875,0.0602953304635738,0.1805,0.3462603878116344,0.0625,4.4598159433960145
124,1.284912109375,1.1134033203125,0.6651855468750001,125.6884765625,101.45263671875,0.591064453125,0.17919921875,0.2862060546875,0.11919971705945634,0.193,0.5259067357512953,0.1015,4.329575982976107
125,1.284912109375,1.1134033203125,0.6651855468750001,185.6201171875,33.08837890625,0.591064453125,0.17919921875,0.2862060546875,0.07882443715917198,0.183,0.45901639344262296,0.084,4.33403255725257
126,1.284912109375,1.1134033203125,0.6651855468750001,185.6201171875,101.45263671875,0.023291015625,0.17919921875,0.2862060546875,0.11048728004845196,0.19,0.5,0.095,4.305918269365329
127,1.284912109375,1.1134033203125,0.6651855468750001,185.6201171875,101.45263671875,0.591064453125,0.56982421875,0.2862060546875,0.01986210447973616,0.1915,0.13054830287206268,0.025,4.657271397833438
128,1.284912109375,1.1134033203125,0.6651855468750001,185.6201171875,101.45263671875,0.591064453125,0.17919921875,0.4074951171875,0.12558382814649213,0.221,0.47058823529411764,0.104,4.56978867012295
129,2.085693359375,1.2369384765625,1.6750488281250002,125.6884765625,33.08837890625,0.023291015625,0.56982421875,0.4074951171875,0.0,0.0725,0.0,0.0,5.288458995933174
130,2.534912109375,2.4884033203125,2.015185546875,90.6201171875,198.95263671875,0.14106445312500002,0.67919921875,0.061206054687500004,0.0,0.2125,0.0,0.0,5.745970638090039
131,0.835693359375,2.4884033203125,2.015185546875,90.6201171875,198.95263671875,0.14106445312500002,0.67919921875,0.061206054687500004,0.002781513020805808,0.6,0.028333333333333332,0.017,5.799538936654536
132,2.534912109375,2.6119384765625,2.015185546875,90.6201171875,198.95263671875,0.14106445312500002,0.67919921875,0.061206054687500004,0.0,0.041,0.0,0.0,5.618498343947613
133,2.534912109375,2.4884033203125,0.32504882812499997,90.6201171875,198.95263671875,0.14106445312500002,0.67919921875,0.061206054687500004,0.0,0.0,0.0,0.0,5.744567793080668
134,2.534912109375,2.4884033203125,2.015185546875,30.6884765625,198.95263671875,0.14106445312500002,0.67919921875,0.061206054687500004,0.0,0.132,0.0,0.0,5.7492906812622
135,2.534912109375,2.4884033203125,2.015185546875,90.6201171875,130.58837890625,0.14106445312500002,0.67919921875,0.061206054687500004,0.0,0.0075,0.0,0.0,5.758179493971187
136,2.534912109375,2.4884033203125,2.015185546875,90.6201171875,198.95263671875,0.47329101562500003,0.67919921875,0.061206054687500004,0.0,0.056,0.0,0.0,5.790656197160263
137,2.534912109375,2.4884033203125,2.015185546875,90.6201171875,198.95263671875,0.14106445312500002,0.06982421875,0.061206054687500004,0.0,0.0,0.0,0.0,5.791025069347525
138,2.534912109375,2.4884033203125,2.015185546875,90.6201171875,198.95263671875,0.14106445312500002,0.67919921875,0.1824951171875,0.0,0.0045,0.0,0.0,5.8044200658801675
139,0.835693359375,2.6119384765625,0.32504882812499997,30.6884765625,130.58837890625,0.47329101562500003,0.06982421875,0.1824951171875,0.1545939763316923,0.497,0.30985915492957744,0.154,5.0493447212887945
140,1.909912109375,0.4259033203125,1.3401855468750001,138.1201171875,150.20263671875,0.366064453125,0.42919921875,0.1737060546875,0.0,0.039,0.0,0.0,2.5894626994371794
141,1.460693359375,0.4259033203125,1.3401855468750001,138.1201171875,150.20263671875,0.366064453125,0.42919921875,0.1737060546875,0.00041866822843739104,0.063,0.1746031746031746,0.011,2.6059752406292387
142,1.909912109375,1.9244384765625,1.3401855468750001,138.1201171875,150.20263671875,0.366064453125,0.42919921875,0.1737060546875,1.0259417055104303e-05,0.1965,0.007633587786259542,0.0015,5.847884820060582
143,1.909912109375,0.4259033203125,1.000048828125,138.1201171875,150.20263671875,0.366064453125,0.42919921875,0.1737060546875,0.0,0.038,0.0,0.0,2.587737230810634
144,1.909912109375,0.4259033203125,1.3401855468750001,78.1884765625,150.20263671875,0.366064453125,0.42919921875,0.1737060546875,0.0,0.031,0.0,0.0,2.5077709552475738
145,1.909912109375,0.4259033203125,1.3401855468750001,138.1201171875,81.83837890625,0.366064453125,0.42919921875,0.1737060546875,0.0,0.0305,0.0,0.0,2.601324854748523
146,1.909912109375,0.4259033203125,1.3401855468750001,138.1201171875,150.20263671875,0.248291015625,0.42919921875,0.1737060546875,0.0,0.033,0.0,0.0,2.628545743924444
147,1.909912109375,0.4259033203125,1.3401855468750001,138.1201171875,150.20263671875,0.366064453125,0.31982421875,0.1737060546875,0.0,0.036,0.0,0.0,2.6022217769531624
