run,tau_hat,c,theta,rho_s,rho_pi,alpha,mu,epsilon,delta_cenp,trigger_rate,cond_switching,total_switching,enp_final
7469,2.332275390625,0.4500732421875,1.5142089843750002,120.6787109375,176.48193359375,0.134912109375,0.27587890625,0.4527587890625,-5.89625224742818e-05,0.1145,0.048034934497816595,0.0055,3.932865977759644
7470,1.687744140625,2.3890380859375,1.943994140625,77.0751953125,65.08056640625,0.379248046875,0.67041015625,0.2391845703125,0.0005985794881240292,0.348,0.010057471264367816,0.0035,8.45172795578056
7471,1.082275390625,2.3890380859375,1.943994140625,77.0751953125,65.08056640625,0.379248046875,0.67041015625,0.2391845703125,0.0020902549752719324,0.4705,0.03400637619553666,0.016,8.52762096430338
7472,1.687744140625,1.8250732421875,1.943994140625,77.0751953125,65.08056640625,0.379248046875,0.67041015625,0.2391845703125,0.0024815000858181557,0.2735,0.02376599634369287,0.0065,7.0261478090714595
7473,1.687744140625,2.3890380859375,2.864208984375,77.0751953125,65.08056640625,0.379248046875,0.67041015625,0.2391845703125,0.002494468109596637,0.391,0.017902813299232736,0.007,8.46252792634216
7474,1.687744140625,2.3890380859375,1.943994140625,25.6787109375,65.08056640625,0.379248046875,0.67041015625,0.2391845703125,-0.0008210558807182355,0.3015,0.014925373134328358,0.0045,8.499209573509663
7475,1.687744140625,2.3890380859375,1.943994140625,77.0751953125,78.98193359375,0.379248046875,0.67041015625,0.2391845703125,0.0009431544337534792,0.338,0.020710059171597635,0.007,8.555124947599861
7476,1.687744140625,2.3890380859375,1.943994140625,77.0751953125,65.08056640625,0.584912109375,0.67041015625,0.2391845703125,0.0012343015022207027,0.3595,0.015299026425591099,0.0055,8.484822773264321
7477,1.687744140625,2.3890380859375,1.943994140625,77.0751953125,65.08056640625,0.379248046875,0.77587890625,0.2391845703125,0.000356276780596243,0.2975,0.011764705882352941,0.0035,8.336285767876122
7478,1.687744140625,2.3890380859375,1.943994140625,77.0751953125,65.08056640625,0.379248046875,0.67041015625,0.22775878906250002,0.0016250519410159203,0.2845,0.015817223198594025,0.0045,8.331424048655515
7479,1.082275390625,1.8250732421875,2.864208984375,25.6787109375,78.98193359375,0.584912109375,0.77587890625,0.22775878906250002,0.010765471916666658,0.463,0.04103671706263499,0.019,7.343572721564767
7480,1.375244140625,1.3577880859375,2.956494140625,100.8251953125,89.45556640625,0.041748046875,0.04541015625,0.4079345703125,0.07554880935196961,0.2265,0.5320088300220751,0.1205,6.359785802414174
7481,2.019775390625,1.3577880859375,2.956494140625,100.8251953125,89.45556640625,0.041748046875,0.04541015625,0.4079345703125,0.04786313984040891,0.161,0.4254658385093168,0.0685,6.562648685009268
7482,1.375244140625,1.4813232421875,2.956494140625,100.8251953125,89.45556640625,0.041748046875,0.04541015625,0.4079345703125,0.06765614043295176,0.3645,0.29766803840877915,0.1085,6.515888995315076
7483,1.375244140625,1.3577880859375,1.176708984375,100.8251953125,89.45556640625,0.041748046875,0.04541015625,0.4079345703125,0.13963376893933444,0.3525,0.5333333333333333,0.188,5.892873453489023
7484,1.375244140625,1.3577880859375,2.956494140625,49.4287109375,89.45556640625,0.041748046875,0.04541015625,0.4079345703125,0.09945012128898312,0.244,0.6065573770491803,0.148,6.19469300650133
7485,1.375244140625,1.3577880859375,2.956494140625,100.8251953125,152.10693359375,0.041748046875,0.04541015625,0.4079345703125,0.12358613494743431,0.4735,0.28827877507919747,0.1365,6.057136973066939
7486,1.375244140625,1.3577880859375,2.956494140625,100.8251953125,89.45556640625,0.697412109375,0.04541015625,0.4079345703125,0.06417260541141667,0.34,0.4235294117647059,0.144,6.698686387599392
7487,1.375244140625,1.3577880859375,2.956494140625,100.8251953125,89.45556640625,0.041748046875,0.90087890625,0.4079345703125,-0.0014819985636295163,0.3655,0.04377564979480164,0.016,6.955263743601158
7488,1.375244140625,1.3577880859375,2.956494140625,100.8251953125,89.45556640625,0.041748046875,0.04541015625,0.1715087890625,0.11136382372201081,0.3645,0.3991769547325103,0.1455,4.845419019723278
7489,2.019775390625,1.4813232421875,1.176708984375,49.4287109375,152.10693359375,0.697412109375,0.90087890625,0.1715087890625,0.0003006169114647683,0.113,0.008849557522123894,0.001,6.035221552983211
7490,2.625244140625,2.7327880859375,1.6064941406250002,195.8251953125,186.95556640625,0.491748046875,0.54541015625,0.1829345703125,0.00011991931005939094,0.1915,0.020887728459530026,0.004,8.760134380461396
7491,0.769775390625,2.7327880859375,1.6064941406250002,195.8251953125,186.95556640625,0.491748046875,0.54541015625,0.1829345703125,0.008507800809720356,0.6605,0.03936411809235428,0.026,8.686550180028753
7492,2.625244140625,2.8563232421875,1.6064941406250002,195.8251953125,186.95556640625,0.491748046875,0.54541015625,0.1829345703125,0.00016739393681008963,0.1315,0.0038022813688212928,0.0005,8.7470697316399
7493,2.625244140625,2.7327880859375,2.526708984375,195.8251953125,186.95556640625,0.491748046875,0.54541015625,0.1829345703125,0.0,0.253,0.003952569169960474,0.001,8.720904881090462
7494,2.625244140625,2.7327880859375,1.6064941406250002,144.4287109375,186.95556640625,0.491748046875,0.54541015625,0.1829345703125,-0.00017477748241945257,0.145,0.006896551724137931,0.001,8.814261475066656
7495,2.625244140625,2.7327880859375,1.6064941406250002,195.8251953125,54.60693359375,0.491748046875,0.54541015625,0.1829345703125,-0.00011443628117424609,0.2155,0.02088167053364269,0.0045,8.734921342033315
7496,2.625244140625,2.7327880859375,1.6064941406250002,195.8251953125,186.95556640625,0.247412109375,0.54541015625,0.1829345703125,0.0,0.1625,0.0,0.0,8.609371300660769
7497,2.625244140625,2.7327880859375,1.6064941406250002,195.8251953125,186.95556640625,0.491748046875,0.40087890625,0.1829345703125,0.0013344026913959528,0.27,0.014814814814814815,0.004,8.726879224354974
7498,2.625244140625,2.7327880859375,1.6064941406250002,195.8251953125,186.95556640625,0.491748046875,0.54541015625,0.3965087890625,-0.00037701445735205397,0.2065,0.009685230024213076,0.002,8.852534480621802
7499,0.769775390625,2.8563232421875,2.526708984375,144.4287109375,54.60693359375,0.247412109375,0.40087890625,0.3965087890625,0.011681187539334337,0.732,0.06898907103825136,0.0505,8.794649335344376
7500,2.000244140625,0.6702880859375,2.281494140625,53.3251953125,138.20556640625,0.716748046875,0.29541015625,0.0704345703125,1.7676341309114108e-05,0.0295,0.03389830508474576,0.001,2.8840718479978773
7501,1.394775390625,0.6702880859375,2.281494140625,53.3251953125,138.20556640625,0.716748046875,0.29541015625,0.0704345703125,0.0019420888148893312,0.0595,0.19327731092436976,0.0115,2.8533316213343602
7502,2.000244140625,2.1688232421875,2.281494140625,53.3251953125,138.20556640625,0.716748046875,0.29541015625,0.0704345703125,0.00600470048238666,0.2615,0.04780114722753346,0.0125,7.803690365173691
7503,2.000244140625,0.6702880859375,1.851708984375,53.3251953125,138.20556640625,0.716748046875,0.29541015625,0.0704345703125,3.546214030625272e-05,0.035,0.07142857142857142,0.0025,2.8070766402099685
7504,2.000244140625,0.6702880859375,2.281494140625,191.9287109375,138.20556640625,0.716748046875,0.29541015625,0.0704345703125,1.5079430043085651e-05,0.0375,0.02666666666666667,0.001,2.8358456562643113
7505,2.000244140625,0.6702880859375,2.281494140625,53.3251953125,103.35693359375,0.716748046875,0.29541015625,0.0704345703125,1.0507111263269309e-06,0.032,0.015625,0.0005,2.899252427761502
