year,K,n_draws,n_repeats,baseline,observed_delta_cenp,cenp_s0,cenp_real,sim_q000,sim_q005,sim_q025,sim_q050,sim_q075,sim_q095,sim_q100,sim_mean,sim_sd,observed_inside_range,frac_draws_below_observed
2002,15,1000,4,exogenous_poll_s0,-0.1132348426709387,0.5718675190732408,0.4586326764023021,-0.0701033477183541,0.01506388903996086,0.03465357788857518,0.047102244020257,0.06215715125499122,0.08964251821194476,0.124341336603476,0.04933709433715076,0.02355690125035811,False,0.0
2022,12,1000,4,exogenous_poll_s0,0.0586560750199346,0.5566851204773985,0.6153411954973331,-0.0729884402185901,-0.05694572136223219,-0.016912621210571875,0.1142629471251024,0.1258462703339879,0.14383776885068308,0.1820162816991966,0.06114944840934108,0.0791359296538467,True,0.412
