config_id,K,c_stratum,tau_hat,c,theta,rho_s,rho_pi,alpha,mu,epsilon,outcome,statistic,interval,span_iterations,n_seeds,mean_signed_change,mean_abs_change,sd_change,se_change,ci95_lo,ci95_hi,t_stat,p_value,q_value,ci_excludes_zero,significant_bh,mean_signed_change_per_iteration,mean_abs_change_per_iteration
K9-high-r10229,9,high,1.53638,2.85095,2.99604,83.1982,21.4722,0.439014,0.98877,0.1302,enp,tail,T50_T100,50,8,0.000986669,0.00194064,0.00242052,0.000855783,-0.00103694,0.00301027,1.15294,0.28678,0.927114,False,False,1.97334e-05,3.88127e-05
K9-low-r00012,9,low,1.75366,0.721313,2.85894,197.495,16.1401,0.309814,0.741699,0.0893311,enp,tail,T50_T100,50,8,-1.67679e-06,3.54039e-05,5.07006e-05,1.79254e-05,-4.40636e-05,4.071e-05,-0.0935427,0.928094,1,False,False,-3.35358e-08,7.08078e-07
K9-low-r02027,9,low,2.89624,0.973755,1.26636,137.378,126.589,0.531299,0.972168,0.358276,enp,tail,T50_T100,50,8,1.239e-05,2.51851e-05,4.38228e-05,1.54937e-05,-2.42468e-05,4.90267e-05,0.799678,0.450177,0.927114,False,False,2.47799e-07,5.03701e-07
K9-low-r04112,9,low,1.5437,0.7052,2.62163,32.3584,46.228,0.473291,0.520996,0.322241,enp,tail,T50_T100,50,8,0.00278924,0.00700711,0.00916487,0.00324027,-0.00487279,0.0104513,0.860803,0.417852,0.927114,False,False,5.57847e-05,0.000140142
K9-low-r06143,9,low,2.16626,0.616577,1.96772,101.567,170.959,0.19292,0.900879,0.39563,enp,tail,T50_T100,50,8,5.87473e-05,0.000169457,0.00026653,9.42324e-05,-0.000164077,0.000281572,0.62343,0.552766,0.927114,False,False,1.17495e-06,3.38915e-06
K9-low-r08201,9,low,2.99146,0.28894,1.05278,21.04,41.8481,0.363428,0.848145,0.361353,enp,tail,T50_T100,50,8,2.7606e-07,1.19381e-05,1.44208e-05,5.09853e-06,-1.178e-05,1.23322e-05,0.0541449,0.958333,1,False,False,5.52119e-09,2.38762e-07
K9-low-r10228,9,low,1.75122,0.600464,1.46411,171.704,30.4224,0.141943,0.617676,0.1302,enp,tail,T50_T100,50,8,1.14696e-05,2.03214e-05,2.28402e-05,8.07522e-06,-7.62531e-06,3.05644e-05,1.42034,0.19848,0.927114,False,False,2.29391e-07,4.06428e-07
K9-medium-r00000,9,medium,0.503662,1.28528,1.50894,102.495,113.64,0.759814,0.241699,0.314331,enp,tail,T50_T100,50,8,-0.000131385,0.000676357,0.000893711,0.000315974,-0.000878546,0.000615775,-0.41581,0.69,0.927114,False,False,-2.62771e-06,1.35271e-05
K9-medium-r02040,9,medium,1.33374,1.3175,2.27886,18.6279,53.4644,0.418799,0.35498,0.302026,enp,tail,T50_T100,50,8,-0.015942,0.030657,0.0402859,0.0142432,-0.0496219,0.0177378,-1.11927,0.299954,0.927114,False,False,-0.000318841,0.000613141
K9-medium-r04088,9,medium,0.918701,1.31213,0.596631,174.858,94.978,0.698291,0.270996,0.389038,enp,tail,T50_T100,50,8,0.00103642,0.00639285,0.00842996,0.00298044,-0.0060112,0.00808404,0.347739,0.738258,0.927114,False,False,2.07283e-05,0.000127857
K9-medium-r06128,9,medium,1.54126,1.30408,0.984229,54.0674,24.7095,0.86792,0.650879,0.257642,enp,tail,T50_T100,50,8,-0.00044874,0.00289008,0.00341864,0.00120867,-0.00330679,0.00240931,-0.371267,0.721421,0.927114,False,False,-8.9748e-06,5.78016e-05
K9-medium-r08179,9,medium,2.05396,1.76599,1.99409,168.55,195.906,0.491748,0.766113,0.381567,enp,tail,T50_T100,50,8,-0.000289014,0.00332391,0.00443261,0.00156717,-0.00399477,0.00341674,-0.184418,0.858914,1,False,False,-5.78028e-06,6.64781e-05
K9-medium-r10239,9,medium,2.78638,1.47595,1.64604,178.198,118.972,0.889014,0.48877,0.3552,enp,tail,T50_T100,50,8,0.000189306,0.000330667,0.000385427,0.000136269,-0.000132919,0.000511531,1.38921,0.207358,0.927114,False,False,3.78612e-06,6.61333e-06
K6-high-r00002,6,high,0.503662,2.09631,1.50894,102.495,113.64,0.759814,0.241699,0.314331,switching_rate,endpoint,T25_T100,75,8,6.25e-05,0.0001875,0.000320435,0.000113291,-0.00020539,0.00033039,0.551677,0.598331,1,False,False,8.33333e-07,2.5e-06
K6-high-r02072,6,high,0.70874,2.53674,1.60386,161.128,102.214,0.193799,0.60498,0.414526,switching_rate,endpoint,T25_T100,75,8,-0.006125,0.008125,0.0121,0.00427801,-0.0162409,0.00399088,-1.43174,0.195315,0.882794,False,False,-8.16667e-05,0.000108333
K6-high-r04090,6,high,2.1687,2.68713,1.94663,79.8584,192.478,0.248291,0.770996,0.209741,switching_rate,endpoint,T25_T100,75,8,-0.0019375,0.0031875,0.00369785,0.00130739,-0.00502898,0.00115398,-1.48196,0.181907,0.882794,False,False,-2.58333e-05,4.25e-05
K6-high-r06159,6,high,0.974854,2.17957,0.617725,170.405,29.4702,0.0821777,0.443848,0.370142,switching_rate,endpoint,T25_T100,75,8,0.0016875,0.0160625,0.021282,0.00752433,-0.0161047,0.0194797,0.224273,0.828951,1,False,False,2.25e-05,0.000214167
K6-high-r08178,6,high,1.9563,2.69519,1.39028,92.29,163.723,0.700928,0.223145,0.381567,switching_rate,endpoint,T25_T100,75,8,0.0015,0.004125,0.00548374,0.0019388,-0.00308452,0.00608452,0.773676,0.464444,1,False,False,2e-05,5.5e-05
K6-high-r10229,6,high,1.53638,2.85095,2.99604,83.1982,21.4722,0.439014,0.98877,0.1302,switching_rate,endpoint,T25_T100,75,8,6.25e-05,0.0016875,0.00216197,0.000764371,-0.00174495,0.00186995,0.0817666,0.937121,1,False,False,8.33333e-07,2.25e-05
K6-low-r00012,6,low,1.75366,0.721313,2.85894,197.495,16.1401,0.309814,0.741699,0.0893311,switching_rate,endpoint,T25_T100,75,8,0.0001875,0.0001875,0.000258775,9.14906e-05,-2.8841e-05,0.000403841,2.04939,0.079602,0.882794,False,False,2.5e-06,2.5e-06
K6-low-r02027,6,low,2.89624,0.973755,1.26636,137.378,126.589,0.531299,0.972168,0.358276,switching_rate,endpoint,T25_T100,75,8,0,0,0,0,0,0,0,1,1,False,False,0,0
K6-low-r04112,6,low,1.5437,0.7052,2.62163,32.3584,46.228,0.473291,0.520996,0.322241,switching_rate,endpoint,T25_T100,75,8,-0.0005625,0.0031875,0.00352985,0.00124799,-0.00351353,0.00238853,-0.450725,0.665818,1,False,False,-7.5e-06,4.25e-05
K6-low-r06143,6,low,2.16626,0.616577,1.96772,101.567,170.959,0.19292,0.900879,0.39563,switching_rate,endpoint,T25_T100,75,8,0,0.000125,0.000267261,9.44911e-05,-0.000223436,0.000223436,0,1,1,False,False,0,1.66667e-06
K6-low-r08201,6,low,2.99146,0.28894,1.05278,21.04,41.8481,0.363428,0.848145,0.361353,switching_rate,endpoint,T25_T100,75,8,0,0,0,0,0,0,0,1,1,False,False,0,0
K6-low-r10228,6,low,1.75122,0.600464,1.46411,171.704,30.4224,0.141943,0.617676,0.1302,switching_rate,endpoint,T25_T100,75,8,0.000125,0.000125,0.000353553,0.000125,-0.000170578,0.000420578,1,0.350617,1,False,False,1.66667e-06,1.66667e-06
K6-medium-r00000,6,medium,0.503662,1.28528,1.50894,102.495,113.64,0.759814,0.241699,0.314331,switching_rate,endpoint,T25_T100,75,8,6.25e-05,6.25e-05,0.000176777,6.25e-05,-8.5289e-05,0.000210289,1,0.350617,1,False,False,8.33333e-07,8.33333e-07
K6-medium-r02040,6,medium,1.33374,1.3175,2.27886,18.6279,53.4644,0.418799,0.35498,0.302026,switching_rate,endpoint,T25_T100,75,8,0.0005625,0.0110625,0.0171931,0.00607868,-0.0138113,0.0149363,0.0925366,0.928864,1,False,False,7.5e-06,0.0001475
K6-medium-r04088,6,medium,0.918701,1.31213,0.596631,174.858,94.978,0.698291,0.270996,0.389038,switching_rate,endpoint,T25_T100,75,8,0.0009375,0.0046875,0.00567222,0.00200543,-0.0038046,0.0056796,0.46748,0.65436,1,False,False,1.25e-05,6.25e-05
K6-medium-r06128,6,medium,1.54126,1.30408,0.984229,54.0674,24.7095,0.86792,0.650879,0.257642,switching_rate,endpoint,T25_T100,75,8,-0.0006875,0.0011875,0.00136113,0.000481233,-0.00182543,0.000450434,-1.42862,0.196176,0.882794,False,False,-9.16667e-06,1.58333e-05
K6-medium-r08179,6,medium,2.05396,1.76599,1.99409,168.55,195.906,0.491748,0.766113,0.381567,switching_rate,endpoint,T25_T100,75,8,-0.0008125,0.0011875,0.00113192,0.000400195,-0.00175881,0.000133811,-2.03026,0.0818815,0.882794,False,False,-1.08333e-05,1.58333e-05
K6-medium-r10239,6,medium,2.78638,1.47595,1.64604,178.198,118.972,0.889014,0.48877,0.3552,switching_rate,endpoint,T25_T100,75,8,-0.000125,0.000125,0.000231455,8.18317e-05,-0.000318501,6.85012e-05,-1.52753,0.170471,0.882794,False,False,-1.66667e-06,1.66667e-06
K8-high-r00002,8,high,0.503662,2.09631,1.50894,102.495,113.64,0.759814,0.241699,0.314331,switching_rate,endpoint,T25_T100,75,8,-0.00025,0.00025,0.000377964,0.000133631,-0.000565986,6.59862e-05,-1.87083,0.103552,0.882794,False,False,-3.33333e-06,3.33333e-06
K8-high-r02072,8,high,0.70874,2.53674,1.60386,161.128,102.214,0.193799,0.60498,0.414526,switching_rate,endpoint,T25_T100,75,8,0.0015625,0.0060625,0.0108872,0.00384921,-0.00753943,0.0106644,0.405928,0.696918,1,False,False,2.08333e-05,8.08333e-05
K8-high-r04090,8,high,2.1687,2.68713,1.94663,79.8584,192.478,0.248291,0.770996,0.209741,switching_rate,endpoint,T25_T100,75,8,0.0024375,0.0046875,0.00548659,0.0019398,-0.0021494,0.0070244,1.25657,0.249217,0.961264,False,False,3.25e-05,6.25e-05
K8-high-r06159,8,high,0.974854,2.17957,0.617725,170.405,29.4702,0.0821777,0.443848,0.370142,switching_rate,endpoint,T25_T100,75,8,0.0041875,0.0114375,0.0146822,0.00519094,-0.00808713,0.0164621,0.806694,0.446381,1,False,False,5.58333e-05,0.0001525
K8-high-r08178,8,high,1.9563,2.69519,1.39028,92.29,163.723,0.700928,0.223145,0.381567,switching_rate,endpoint,T25_T100,75,8,0.000375,0.00325,0.00447812,0.00158326,-0.0033688,0.0041188,0.236854,0.819552,1,False,False,5e-06,4.33333e-05
K8-high-r10229,8,high,1.53638,2.85095,2.99604,83.1982,21.4722,0.439014,0.98877,0.1302,switching_rate,endpoint,T25_T100,75,8,-0.0009375,0.0036875,0.00509508,0.00180138,-0.00519709,0.00332209,-0.520434,0.618812,1,False,False,-1.25e-05,4.91667e-05
K8-low-r00012,8,low,1.75366,0.721313,2.85894,197.495,16.1401,0.309814,0.741699,0.0893311,switching_rate,endpoint,T25_T100,75,8,0.0001875,0.0003125,0.000458063,0.00016195,-0.00019545,0.00057045,1.15777,0.284931,1,False,False,2.5e-06,4.16667e-06
K8-low-r02027,8,low,2.89624,0.973755,1.26636,137.378,126.589,0.531299,0.972168,0.358276,switching_rate,endpoint,T25_T100,75,8,0,0,0,0,0,0,0,1,1,False,False,0,0
K8-low-r04112,8,low,1.5437,0.7052,2.62163,32.3584,46.228,0.473291,0.520996,0.322241,switching_rate,endpoint,T25_T100,75,8,0.0001875,0.0026875,0.00326165,0.00115317,-0.00253931,0.00291431,0.162595,0.875431,1,False,False,2.5e-06,3.58333e-05
K8-low-r06143,8,low,2.16626,0.616577,1.96772,101.567,170.959,0.19292,0.900879,0.39563,switching_rate,endpoint,T25_T100,75,8,0.000125,0.00125,0.00195941,0.000692756,-0.00151311,0.00176311,0.180439,0.861921,1,False,False,1.66667e-06,1.66667e-05
K8-low-r08201,8,low,2.99146,0.28894,1.05278,21.04,41.8481,0.363428,0.848145,0.361353,switching_rate,endpoint,T25_T100,75,8,0,0,0,0,0,0,0,1,1,False,False,0,0
K8-low-r10228,8,low,1.75122,0.600464,1.46411,171.704,30.4224,0.141943,0.617676,0.1302,switching_rate,endpoint,T25_T100,75,8,0.00025,0.000375,0.00046291,0.000163663,-0.000137002,0.000637002,1.52753,0.170471,0.882794,False,False,3.33333e-06,5e-06
K8-medium-r00000,8,medium,0.503662,1.28528,1.50894,102.495,113.64,0.759814,0.241699,0.314331,switching_rate,endpoint,T25_T100,75,8,-6.25e-05,0.0001875,0.000320435,0.000113291,-0.00033039,0.00020539,-0.551677,0.598331,1,False,False,-8.33333e-07,2.5e-06
K8-medium-r02040,8,medium,1.33374,1.3175,2.27886,18.6279,53.4644,0.418799,0.35498,0.302026,switching_rate,endpoint,T25_T100,75,8,0.0071875,0.0120625,0.0122444,0.00432903,-0.00304903,0.017424,1.6603,0.140812,0.882794,False,False,9.58333e-05,0.000160833
K8-medium-r04088,8,medium,0.918701,1.31213,0.596631,174.858,94.978,0.698291,0.270996,0.389038,switching_rate,endpoint,T25_T100,75,8,-0.001,0.001625,0.00217124,0.000767649,-0.0028152,0.000815203,-1.30268,0.233901,0.961264,False,False,-1.33333e-05,2.16667e-05
K8-medium-r06128,8,medium,1.54126,1.30408,0.984229,54.0674,24.7095,0.86792,0.650879,0.257642,switching_rate,endpoint,T25_T100,75,8,0.000125,0.0015,0.00201335,0.000711826,-0.0015582,0.0018082,0.175605,0.865576,1,False,False,1.66667e-06,2e-05
K8-medium-r08179,8,medium,2.05396,1.76599,1.99409,168.55,195.906,0.491748,0.766113,0.381567,switching_rate,endpoint,T25_T100,75,8,0.000125,0.00075,0.000916125,0.000323899,-0.0006409,0.0008909,0.385922,0.711015,1,False,False,1.66667e-06,1e-05
K8-medium-r10239,8,medium,2.78638,1.47595,1.64604,178.198,118.972,0.889014,0.48877,0.3552,switching_rate,endpoint,T25_T100,75,8,-0.0001875,0.0001875,0.000258775,9.14906e-05,-0.000403841,2.8841e-05,-2.04939,0.079602,0.882794,False,False,-2.5e-06,2.5e-06
K9-high-r00002,9,high,0.503662,2.09631,1.50894,102.495,113.64,0.759814,0.241699,0.314331,switching_rate,endpoint,T25_T100,75,8,-0.000125,0.0005,0.00064087,0.000226582,-0.000660781,0.000410781,-0.551677,0.598331,1,False,False,-1.66667e-06,6.66667e-06
K9-high-r02072,9,high,0.70874,2.53674,1.60386,161.128,102.214,0.193799,0.60498,0.414526,switching_rate,endpoint,T25_T100,75,8,0.0020625,0.0113125,0.0178574,0.00631356,-0.0128667,0.0169917,0.326678,0.753462,1,False,False,2.75e-05,0.000150833
K9-high-r04090,9,high,2.1687,2.68713,1.94663,79.8584,192.478,0.248291,0.770996,0.209741,switching_rate,endpoint,T25_T100,75,8,0.0010625,0.0030625,0.00351971,0.00124441,-0.00188006,0.00400506,0.85382,0.421459,1,False,False,1.41667e-05,4.08333e-05
K9-high-r06159,9,high,0.974854,2.17957,0.617725,170.405,29.4702,0.0821777,0.443848,0.370142,switching_rate,endpoint,T25_T100,75,8,-0.003,0.013375,0.0161798,0.00572042,-0.0165266,0.0105266,-0.524437,0.616167,1,False,False,-4e-05,0.000178333
K9-high-r08178,9,high,1.9563,2.69519,1.39028,92.29,163.723,0.700928,0.223145,0.381567,switching_rate,endpoint,T25_T100,75,8,0.000375,0.004,0.00506211,0.00178973,-0.00385703,0.00460703,0.209529,0.840003,1,False,False,5e-06,5.33333e-05
K9-high-r10229,9,high,1.53638,2.85095,2.99604,83.1982,21.4722,0.439014,0.98877,0.1302,switching_rate,endpoint,T25_T100,75,8,-0.000125,0.00325,0.00397986,0.00140709,-0.00345225,0.00320225,-0.0888356,0.931701,1,False,False,-1.66667e-06,4.33333e-05
K9-low-r00012,9,low,1.75366,0.721313,2.85894,197.495,16.1401,0.309814,0.741699,0.0893311,switching_rate,endpoint,T25_T100,75,8,-6.25e-05,0.0003125,0.000417261,0.000147524,-0.000411339,0.000286339,-0.423659,0.684528,1,False,False,-8.33333e-07,4.16667e-06
K9-low-r02027,9,low,2.89624,0.973755,1.26636,137.378,126.589,0.531299,0.972168,0.358276,switching_rate,endpoint,T25_T100,75,8,6.25e-05,0.0001875,0.000320435,0.000113291,-0.00020539,0.00033039,0.551677,0.598331,1,False,False,8.33333e-07,2.5e-06
K9-low-r04112,9,low,1.5437,0.7052,2.62163,32.3584,46.228,0.473291,0.520996,0.322241,switching_rate,endpoint,T25_T100,75,8,0.0010625,0.0031875,0.00444359,0.00157105,-0.00265244,0.00477744,0.6763,0.520562,1,False,False,1.41667e-05,4.25e-05
K9-low-r06143,9,low,2.16626,0.616577,1.96772,101.567,170.959,0.19292,0.900879,0.39563,switching_rate,endpoint,T25_T100,75,8,-6.25e-05,0.0011875,0.00156838,0.000554507,-0.0013737,0.0012487,-0.112713,0.913423,1,False,False,-8.33333e-07,1.58333e-05
K9-low-r08201,9,low,2.99146,0.28894,1.05278,21.04,41.8481,0.363428,0.848145,0.361353,switching_rate,endpoint,T25_T100,75,8,-6.25e-05,0.0003125,0.000417261,0.000147524,-0.000411339,0.000286339,-0.423659,0.684528,1,False,False,-8.33333e-07,4.16667e-06
K9-low-r10228,9,low,1.75122,0.600464,1.46411,171.704,30.4224,0.141943,0.617676,0.1302,switching_rate,endpoint,T25_T100,75,8,0.00025,0.000375,0.00046291,0.000163663,-0.000137002,0.000637002,1.52753,0.170471,0.882794,False,False,3.33333e-06,5e-06
K9-medium-r00000,9,medium,0.503662,1.28528,1.50894,102.495,113.64,0.759814,0.241699,0.314331,switching_rate,endpoint,T25_T100,75,8,0,0.00025,0.000377964,0.000133631,-0.000315986,0.000315986,0,1,1,False,False,0,3.33333e-06
K9-medium-r02040,9,medium,1.33374,1.3175,2.27886,18.6279,53.4644,0.418799,0.35498,0.302026,switching_rate,endpoint,T25_T100,75,8,0.0100625,0.0181875,0.0186537,0.00659507,-0.00553237,0.0256574,1.52576,0.170901,0.882794,False,False,0.000134167,0.0002425
K9-medium-r04088,9,medium,0.918701,1.31213,0.596631,174.858,94.978,0.698291,0.270996,0.389038,switching_rate,endpoint,T25_T100,75,8,-0.000875,0.00275,0.00350255,0.00123834,-0.00380321,0.00205321,-0.706592,0.502655,1,False,False,-1.16667e-05,3.66667e-05
K9-medium-r06128,9,medium,1.54126,1.30408,0.984229,54.0674,24.7095,0.86792,0.650879,0.257642,switching_rate,endpoint,T25_T100,75,8,-0.00025,0.000875,0.0010351,0.000365963,-0.00111536,0.000615364,-0.68313,0.51649,1,False,False,-3.33333e-06,1.16667e-05
K9-medium-r08179,9,medium,2.05396,1.76599,1.99409,168.55,195.906,0.491748,0.766113,0.381567,switching_rate,endpoint,T25_T100,75,8,0.0008125,0.0016875,0.00259033,0.000915821,-0.00135307,0.00297807,0.887182,0.40443,1,False,False,1.08333e-05,2.25e-05
K9-medium-r10239,9,medium,2.78638,1.47595,1.64604,178.198,118.972,0.889014,0.48877,0.3552,switching_rate,endpoint,T25_T100,75,8,-6.25e-05,0.0001875,0.000320435,0.000113291,-0.00033039,0.00020539,-0.551677,0.598331,1,False,False,-8.33333e-07,2.5e-06
K6-high-r00002,6,high,0.503662,2.09631,1.50894,102.495,113.64,0.759814,0.241699,0.314331,switching_rate,endpoint,T25_T50,25,8,-6.25e-05,0.0001875,0.000320435,0.000113291,-0.00033039,0.00020539,-0.551677,0.598331,1,False,False,-2.5e-06,7.5e-06
K6-high-r02072,6,high,0.70874,2.53674,1.60386,161.128,102.214,0.193799,0.60498,0.414526,switching_rate,endpoint,T25_T50,25,8,0.006,0.008375,0.0104335,0.00368879,-0.00272259,0.0147226,1.62655,0.147859,0.947087,False,False,0.00024,0.000335
K6-high-r04090,6,high,2.1687,2.68713,1.94663,79.8584,192.478,0.248291,0.770996,0.209741,switching_rate,endpoint,T25_T50,25,8,0.0015625,0.0040625,0.0052877,0.00186949,-0.00285813,0.00598313,0.835791,0.430873,0.947087,False,False,6.25e-05,0.0001625
K6-high-r06159,6,high,0.974854,2.17957,0.617725,170.405,29.4702,0.0821777,0.443848,0.370142,switching_rate,endpoint,T25_T50,25,8,-0.00575,0.0105,0.0154249,0.00545354,-0.0186456,0.00714557,-1.05436,0.326744,0.947087,False,False,-0.00023,0.00042
K6-high-r08178,6,high,1.9563,2.69519,1.39028,92.29,163.723,0.700928,0.223145,0.381567,switching_rate,endpoint,T25_T50,25,8,0.0008125,0.0056875,0.00690206,0.00244025,-0.00495776,0.00658276,0.332958,0.748916,1,False,False,3.25e-05,0.0002275
K6-high-r10229,6,high,1.53638,2.85095,2.99604,83.1982,21.4722,0.439014,0.98877,0.1302,switching_rate,endpoint,T25_T50,25,8,0.000375,0.001875,0.00221601,0.000783479,-0.00147763,0.00222763,0.478634,0.646787,1,False,False,1.5e-05,7.5e-05
K6-low-r00012,6,low,1.75366,0.721313,2.85894,197.495,16.1401,0.309814,0.741699,0.0893311,switching_rate,endpoint,T25_T50,25,8,0,0,0,0,0,0,0,1,1,False,False,0,0
K6-low-r02027,6,low,2.89624,0.973755,1.26636,137.378,126.589,0.531299,0.972168,0.358276,switching_rate,endpoint,T25_T50,25,8,0,0,0,0,0,0,0,1,1,False,False,0,0
K6-low-r04112,6,low,1.5437,0.7052,2.62163,32.3584,46.228,0.473291,0.520996,0.322241,switching_rate,endpoint,T25_T50,25,8,0.001625,0.003125,0.00366206,0.00129474,-0.00143656,0.00468656,1.25508,0.249725,0.947087,False,False,6.5e-05,0.000125
K6-low-r06143,6,low,2.16626,0.616577,1.96772,101.567,170.959,0.19292,0.900879,0.39563,switching_rate,endpoint,T25_T50,25,8,-6.25e-05,6.25e-05,0.000176777,6.25e-05,-0.000210289,8.5289e-05,-1,0.350617,0.947087,False,False,-2.5e-06,2.5e-06
K6-low-r08201,6,low,2.99146,0.28894,1.05278,21.04,41.8481,0.363428,0.848145,0.361353,switching_rate,endpoint,T25_T50,25,8,0,0,0,0,0,0,0,1,1,False,False,0,0
K6-low-r10228,6,low,1.75122,0.600464,1.46411,171.704,30.4224,0.141943,0.617676,0.1302,switching_rate,endpoint,T25_T50,25,8,-6.25e-05,0.0001875,0.000417261,0.000147524,-0.000411339,0.000286339,-0.423659,0.684528,1,False,False,-2.5e-06,7.5e-06
K6-medium-r00000,6,medium,0.503662,1.28528,1.50894,102.495,113.64,0.759814,0.241699,0.314331,switching_rate,endpoint,T25_T50,25,8,0,0.000125,0.000267261,9.44911e-05,-0.000223436,0.000223436,0,1,1,False,False,0,5e-06
K6-medium-r02040,6,medium,1.33374,1.3175,2.27886,18.6279,53.4644,0.418799,0.35498,0.302026,switching_rate,endpoint,T25_T50,25,8,0.002125,0.019375,0.0246428,0.00871255,-0.0184769,0.0227269,0.243901,0.814301,1,False,False,8.5e-05,0.000775
K6-medium-r04088,6,medium,0.918701,1.31213,0.596631,174.858,94.978,0.698291,0.270996,0.389038,switching_rate,endpoint,T25_T50,25,8,-0.0003125,0.0026875,0.00439104,0.00155247,-0.0039835,0.0033585,-0.201292,0.846194,1,False,False,-1.25e-05,0.0001075
K6-medium-r06128,6,medium,1.54126,1.30408,0.984229,54.0674,24.7095,0.86792,0.650879,0.257642,switching_rate,endpoint,T25_T50,25,8,-0.000625,0.001125,0.00138229,0.000488712,-0.00178062,0.00053062,-1.27887,0.241704,0.947087,False,False,-2.5e-05,4.5e-05
K6-medium-r08179,6,medium,2.05396,1.76599,1.99409,168.55,195.906,0.491748,0.766113,0.381567,switching_rate,endpoint,T25_T50,25,8,-0.0004375,0.0011875,0.00156838,0.000554507,-0.0017487,0.0008737,-0.78899,0.456005,0.947087,False,False,-1.75e-05,4.75e-05
K6-medium-r10239,6,medium,2.78638,1.47595,1.64604,178.198,118.972,0.889014,0.48877,0.3552,switching_rate,endpoint,T25_T50,25,8,0,0.000125,0.000267261,9.44911e-05,-0.000223436,0.000223436,0,1,1,False,False,0,5e-06
K8-high-r00002,8,high,0.503662,2.09631,1.50894,102.495,113.64,0.759814,0.241699,0.314331,switching_rate,endpoint,T25_T50,25,8,0.000125,0.00025,0.000353553,0.000125,-0.000170578,0.000420578,1,0.350617,0.947087,False,False,5e-06,1e-05
K8-high-r02072,8,high,0.70874,2.53674,1.60386,161.128,102.214,0.193799,0.60498,0.414526,switching_rate,endpoint,T25_T50,25,8,-0.001,0.00375,0.00430116,0.00152069,-0.00459586,0.00259586,-0.657596,0.531818,0.990282,False,False,-4e-05,0.00015
K8-high-r04090,8,high,2.1687,2.68713,1.94663,79.8584,192.478,0.248291,0.770996,0.209741,switching_rate,endpoint,T25_T50,25,8,0.000625,0.0025,0.00297309,0.00105115,-0.00186057,0.00311057,0.594588,0.570829,1,False,False,2.5e-05,0.0001
K8-high-r06159,8,high,0.974854,2.17957,0.617725,170.405,29.4702,0.0821777,0.443848,0.370142,switching_rate,endpoint,T25_T50,25,8,-0.004125,0.013,0.0163702,0.00578773,-0.0178108,0.0095608,-0.712715,0.499084,0.990282,False,False,-0.000165,0.00052
K8-high-r08178,8,high,1.9563,2.69519,1.39028,92.29,163.723,0.700928,0.223145,0.381567,switching_rate,endpoint,T25_T50,25,8,0.0035,0.004875,0.00640312,0.00226385,-0.00185315,0.00885315,1.54604,0.166014,0.947087,False,False,0.00014,0.000195
K8-high-r10229,8,high,1.53638,2.85095,2.99604,83.1982,21.4722,0.439014,0.98877,0.1302,switching_rate,endpoint,T25_T50,25,8,-0.0008125,0.0019375,0.00247758,0.000875956,-0.00288381,0.00125881,-0.927558,0.384504,0.947087,False,False,-3.25e-05,7.75e-05
K8-low-r00012,8,low,1.75366,0.721313,2.85894,197.495,16.1401,0.309814,0.741699,0.0893311,switching_rate,endpoint,T25_T50,25,8,-0.0001875,0.0004375,0.000651235,0.000230246,-0.000731946,0.000356946,-0.814345,0.442266,0.947087,False,False,-7.5e-06,1.75e-05
K8-low-r02027,8,low,2.89624,0.973755,1.26636,137.378,126.589,0.531299,0.972168,0.358276,switching_rate,endpoint,T25_T50,25,8,0,0,0,0,0,0,0,1,1,False,False,0,0
K8-low-r04112,8,low,1.5437,0.7052,2.62163,32.3584,46.228,0.473291,0.520996,0.322241,switching_rate,endpoint,T25_T50,25,8,0.0014375,0.0056875,0.00977766,0.00345693,-0.00673683,0.00961183,0.415832,0.689985,1,False,False,5.75e-05,0.0002275
K8-low-r06143,8,low,2.16626,0.616577,1.96772,101.567,170.959,0.19292,0.900879,0.39563,switching_rate,endpoint,T25_T50,25,8,0.0003125,0.0004375,0.000651235,0.000230246,-0.000231946,0.000856946,1.35724,0.216838,0.947087,False,False,1.25e-05,1.75e-05
K8-low-r08201,8,low,2.99146,0.28894,1.05278,21.04,41.8481,0.363428,0.848145,0.361353,switching_rate,endpoint,T25_T50,25,8,0,0,0,0,0,0,0,1,1,False,False,0,0
K8-low-r10228,8,low,1.75122,0.600464,1.46411,171.704,30.4224,0.141943,0.617676,0.1302,switching_rate,endpoint,T25_T50,25,8,-0.000125,0.000375,0.000517549,0.000182981,-0.000557682,0.000307682,-0.68313,0.51649,0.990282,False,False,-5e-06,1.5e-05
K8-medium-r00000,8,medium,0.503662,1.28528,1.50894,102.495,113.64,0.759814,0.241699,0.314331,switching_rate,endpoint,T25_T50,25,8,6.25e-05,0.0001875,0.000320435,0.000113291,-0.00020539,0.00033039,0.551677,0.598331,1,False,False,2.5e-06,7.5e-06
K8-medium-r02040,8,medium,1.33374,1.3175,2.27886,18.6279,53.4644,0.418799,0.35498,0.302026,switching_rate,endpoint,T25_T50,25,8,-0.01125,0.015,0.0228129,0.00806558,-0.0303221,0.00782206,-1.39482,0.205733,0.947087,False,False,-0.00045,0.0006
K8-medium-r04088,8,medium,0.918701,1.31213,0.596631,174.858,94.978,0.698291,0.270996,0.389038,switching_rate,endpoint,T25_T50,25,8,-6.25e-05,0.0019375,0.00284652,0.0010064,-0.00244225,0.00231725,-0.0621027,0.952217,1,False,False,-2.5e-06,7.75e-05
