config_id,K,c_stratum,tau_hat,c,theta,rho_s,rho_pi,alpha,mu,epsilon,outcome,statistic,interval,span_iterations,n_seeds,mean_signed_change,mean_abs_change,sd_change,se_change,ci95_lo,ci95_hi,t_stat,p_value,q_value,ci_excludes_zero,significant_bh,mean_signed_change_per_iteration,mean_abs_change_per_iteration
K9-high-r04090,9,high,2.1687,2.68713,1.94663,79.8584,192.478,0.248291,0.770996,0.209741,delta_cenp,tail,T25_T100,75,8,-0.000144633,0.000425889,0.000555788,0.000196501,-0.000609283,0.000320017,-0.736042,0.485633,0.794671,False,False,-1.92844e-06,5.67853e-06
K9-high-r06159,9,high,0.974854,2.17957,0.617725,170.405,29.4702,0.0821777,0.443848,0.370142,delta_cenp,tail,T25_T100,75,8,-0.00376111,0.00591071,0.00722469,0.00255431,-0.0098011,0.00227887,-1.47246,0.184379,0.72154,False,False,-5.01482e-05,7.88094e-05
K9-high-r08178,9,high,1.9563,2.69519,1.39028,92.29,163.723,0.700928,0.223145,0.381567,delta_cenp,tail,T25_T100,75,8,-0.000189768,0.000638137,0.000710404,0.000251166,-0.000783681,0.000404144,-0.75555,0.47457,0.794671,False,False,-2.53024e-06,8.50849e-06
K9-high-r10229,9,high,1.53638,2.85095,2.99604,83.1982,21.4722,0.439014,0.98877,0.1302,delta_cenp,tail,T25_T100,75,8,7.68898e-05,0.000316676,0.000380353,0.000134475,-0.000241093,0.000394873,0.571777,0.585357,0.871355,False,False,1.0252e-06,4.22234e-06
K9-low-r00012,9,low,1.75366,0.721313,2.85894,197.495,16.1401,0.309814,0.741699,0.0893311,delta_cenp,tail,T25_T100,75,8,4.95938e-06,6.7883e-06,9.19556e-06,3.25112e-06,-2.7283e-06,1.26471e-05,1.52544,0.17098,0.72154,False,False,6.6125e-08,9.05106e-08
K9-low-r02027,9,low,2.89624,0.973755,1.26636,137.378,126.589,0.531299,0.972168,0.358276,delta_cenp,tail,T25_T100,75,8,-1.4657e-06,4.10563e-06,5.33789e-06,1.88723e-06,-5.92829e-06,2.99688e-06,-0.776644,0.4628,0.794671,False,False,-1.95427e-08,5.47417e-08
K9-low-r04112,9,low,1.5437,0.7052,2.62163,32.3584,46.228,0.473291,0.520996,0.322241,delta_cenp,tail,T25_T100,75,8,-0.00043929,0.00119929,0.0019864,0.000702299,-0.00209996,0.00122138,-0.625503,0.55148,0.850855,False,False,-5.85721e-06,1.59905e-05
K9-low-r06143,9,low,2.16626,0.616577,1.96772,101.567,170.959,0.19292,0.900879,0.39563,delta_cenp,tail,T25_T100,75,8,1.00022e-05,1.21395e-05,1.17792e-05,4.16457e-06,1.54543e-07,1.98498e-05,2.40173,0.0473454,0.72154,True,False,1.33363e-07,1.6186e-07
K9-low-r08201,9,low,2.99146,0.28894,1.05278,21.04,41.8481,0.363428,0.848145,0.361353,delta_cenp,tail,T25_T100,75,8,-1.6973e-06,2.71205e-06,3.76139e-06,1.32985e-06,-4.8419e-06,1.4473e-06,-1.2763,0.242559,0.727677,False,False,-2.26306e-08,3.61607e-08
K9-low-r10228,9,low,1.75122,0.600464,1.46411,171.704,30.4224,0.141943,0.617676,0.1302,delta_cenp,tail,T25_T100,75,8,1.08911e-07,6.50098e-07,7.61292e-07,2.69158e-07,-5.27545e-07,7.45367e-07,0.404637,0.697823,0.942062,False,False,1.45215e-09,8.66797e-09
K9-medium-r00000,9,medium,0.503662,1.28528,1.50894,102.495,113.64,0.759814,0.241699,0.314331,delta_cenp,tail,T25_T100,75,8,3.53329e-06,5.77795e-05,8.41746e-05,2.97602e-05,-6.68385e-05,7.3905e-05,0.118725,0.908828,1,False,False,4.71105e-08,7.70393e-07
K9-medium-r02040,9,medium,1.33374,1.3175,2.27886,18.6279,53.4644,0.418799,0.35498,0.302026,delta_cenp,tail,T25_T100,75,8,0.00138236,0.00345708,0.00453186,0.00160225,-0.00240637,0.00517109,0.862761,0.416846,0.794671,False,False,1.84315e-05,4.60944e-05
K9-medium-r04088,9,medium,0.918701,1.31213,0.596631,174.858,94.978,0.698291,0.270996,0.389038,delta_cenp,tail,T25_T100,75,8,-0.000283572,0.000805077,0.00099874,0.000353108,-0.00111854,0.000551395,-0.803076,0.448336,0.794671,False,False,-3.78096e-06,1.07344e-05
K9-medium-r06128,9,medium,1.54126,1.30408,0.984229,54.0674,24.7095,0.86792,0.650879,0.257642,delta_cenp,tail,T25_T100,75,8,-0.000204965,0.000247643,0.00025164,8.89683e-05,-0.000415341,5.41199e-06,-2.30379,0.0546846,0.72154,False,False,-2.73286e-06,3.30191e-06
K9-medium-r08179,9,medium,2.05396,1.76599,1.99409,168.55,195.906,0.491748,0.766113,0.381567,delta_cenp,tail,T25_T100,75,8,0.000153378,0.000232823,0.000318512,0.000112611,-0.000112906,0.000419661,1.36201,0.2154,0.72154,False,False,2.04503e-06,3.1043e-06
K9-medium-r10239,9,medium,2.78638,1.47595,1.64604,178.198,118.972,0.889014,0.48877,0.3552,delta_cenp,tail,T25_T100,75,8,-7.0937e-07,3.49837e-05,5.78689e-05,2.04598e-05,-4.9089e-05,4.76703e-05,-0.0346715,0.97331,1,False,False,-9.45826e-09,4.66449e-07
K6-high-r00002,6,high,0.503662,2.09631,1.50894,102.495,113.64,0.759814,0.241699,0.314331,delta_cenp,tail,T25_T50,25,8,-2.14429e-05,2.27768e-05,2.69152e-05,9.51596e-06,-4.39446e-05,1.05877e-06,-2.25336,0.0589053,0.781899,False,False,-8.57716e-07,9.11072e-07
K6-high-r02072,6,high,0.70874,2.53674,1.60386,161.128,102.214,0.193799,0.60498,0.414526,delta_cenp,tail,T25_T50,25,8,0.000536144,0.00204551,0.00255882,0.000904679,-0.00160308,0.00267537,0.592635,0.572065,0.849078,False,False,2.14458e-05,8.18204e-05
K6-high-r04090,6,high,2.1687,2.68713,1.94663,79.8584,192.478,0.248291,0.770996,0.209741,delta_cenp,tail,T25_T50,25,8,-0.000328294,0.000960298,0.00118934,0.000420497,-0.00132261,0.000666024,-0.780728,0.460545,0.849078,False,False,-1.31317e-05,3.84119e-05
K6-high-r06159,6,high,0.974854,2.17957,0.617725,170.405,29.4702,0.0821777,0.443848,0.370142,delta_cenp,tail,T25_T50,25,8,-0.00480319,0.00524433,0.00641033,0.00226639,-0.0101624,0.000555982,-2.11931,0.0717947,0.781899,False,False,-0.000192128,0.000209773
K6-high-r08178,6,high,1.9563,2.69519,1.39028,92.29,163.723,0.700928,0.223145,0.381567,delta_cenp,tail,T25_T50,25,8,-0.000331689,0.00110538,0.0020614,0.000728816,-0.00205507,0.00139169,-0.455107,0.662812,0.883581,False,False,-1.32676e-05,4.42152e-05
K6-high-r10229,6,high,1.53638,2.85095,2.99604,83.1982,21.4722,0.439014,0.98877,0.1302,delta_cenp,tail,T25_T50,25,8,7.4644e-05,0.000339764,0.000365667,0.000129283,-0.000231061,0.00038035,0.57737,0.581776,0.849078,False,False,2.98576e-06,1.35906e-05
K6-low-r00012,6,low,1.75366,0.721313,2.85894,197.495,16.1401,0.309814,0.741699,0.0893311,delta_cenp,tail,T25_T50,25,8,4.98406e-07,1.00937e-05,1.62484e-05,5.74469e-06,-1.30856e-05,1.40824e-05,0.0867594,0.933292,1,False,False,1.99363e-08,4.03747e-07
K6-low-r02027,6,low,2.89624,0.973755,1.26636,137.378,126.589,0.531299,0.972168,0.358276,delta_cenp,tail,T25_T50,25,8,0,0,0,0,0,0,0,1,1,False,False,0,0
K6-low-r04112,6,low,1.5437,0.7052,2.62163,32.3584,46.228,0.473291,0.520996,0.322241,delta_cenp,tail,T25_T50,25,8,-7.80258e-06,0.00118524,0.00148663,0.000525602,-0.00125065,0.00123505,-0.014845,0.98857,1,False,False,-3.12103e-07,4.74096e-05
K6-low-r06143,6,low,2.16626,0.616577,1.96772,101.567,170.959,0.19292,0.900879,0.39563,delta_cenp,tail,T25_T50,25,8,-9.99169e-06,2.13461e-05,4.63917e-05,1.64019e-05,-4.87761e-05,2.87927e-05,-0.609177,0.561649,0.849078,False,False,-3.99667e-07,8.53845e-07
K6-low-r08201,6,low,2.99146,0.28894,1.05278,21.04,41.8481,0.363428,0.848145,0.361353,delta_cenp,tail,T25_T50,25,8,0,0,0,0,0,0,0,1,1,False,False,0,0
K6-low-r10228,6,low,1.75122,0.600464,1.46411,171.704,30.4224,0.141943,0.617676,0.1302,delta_cenp,tail,T25_T50,25,8,-4.55101e-06,1.27838e-05,2.17502e-05,7.68984e-06,-2.27346e-05,1.36326e-05,-0.59182,0.572581,0.849078,False,False,-1.8204e-07,5.11351e-07
K6-medium-r00000,6,medium,0.503662,1.28528,1.50894,102.495,113.64,0.759814,0.241699,0.314331,delta_cenp,tail,T25_T50,25,8,8.35798e-06,7.55282e-05,0.00010169,3.59527e-05,-7.66567e-05,9.33726e-05,0.232471,0.822822,0.965922,False,False,3.34319e-07,3.02113e-06
K6-medium-r02040,6,medium,1.33374,1.3175,2.27886,18.6279,53.4644,0.418799,0.35498,0.302026,delta_cenp,tail,T25_T50,25,8,-0.00285423,0.00803554,0.00968671,0.00342477,-0.0109525,0.00524407,-0.833407,0.432129,0.849078,False,False,-0.000114169,0.000321422
K6-medium-r04088,6,medium,0.918701,1.31213,0.596631,174.858,94.978,0.698291,0.270996,0.389038,delta_cenp,tail,T25_T50,25,8,0.000543982,0.0013488,0.00156916,0.000554783,-0.000767872,0.00185584,0.98053,0.35949,0.849078,False,False,2.17593e-05,5.39518e-05
K6-medium-r06128,6,medium,1.54126,1.30408,0.984229,54.0674,24.7095,0.86792,0.650879,0.257642,delta_cenp,tail,T25_T50,25,8,-0.000109588,0.000174696,0.000205845,7.27773e-05,-0.000281679,6.25027e-05,-1.5058,0.175839,0.781899,False,False,-4.38353e-06,6.98784e-06
K6-medium-r08179,6,medium,2.05396,1.76599,1.99409,168.55,195.906,0.491748,0.766113,0.381567,delta_cenp,tail,T25_T50,25,8,-8.70504e-05,0.000155019,0.000212252,7.50425e-05,-0.000264498,9.03969e-05,-1.16001,0.284074,0.781899,False,False,-3.48202e-06,6.20076e-06
K6-medium-r10239,6,medium,2.78638,1.47595,1.64604,178.198,118.972,0.889014,0.48877,0.3552,delta_cenp,tail,T25_T50,25,8,-2.83141e-05,3.92014e-05,6.78127e-05,2.39754e-05,-8.50069e-05,2.83787e-05,-1.18097,0.276182,0.781899,False,False,-1.13257e-06,1.56805e-06
K8-high-r00002,8,high,0.503662,2.09631,1.50894,102.495,113.64,0.759814,0.241699,0.314331,delta_cenp,tail,T25_T50,25,8,3.79496e-05,6.94578e-05,9.36916e-05,3.3125e-05,-4.03785e-05,0.000116278,1.14565,0.289592,0.781899,False,False,1.51798e-06,2.77831e-06
K8-high-r02072,8,high,0.70874,2.53674,1.60386,161.128,102.214,0.193799,0.60498,0.414526,delta_cenp,tail,T25_T50,25,8,-0.000192965,0.00128991,0.00177087,0.000626098,-0.00167345,0.00128752,-0.308203,0.766897,0.920276,False,False,-7.71861e-06,5.15963e-05
K8-high-r04090,8,high,2.1687,2.68713,1.94663,79.8584,192.478,0.248291,0.770996,0.209741,delta_cenp,tail,T25_T50,25,8,-0.000200934,0.000648456,0.000777405,0.000274854,-0.000850861,0.000448994,-0.731055,0.488488,0.849078,False,False,-8.03734e-06,2.59382e-05
K8-high-r06159,8,high,0.974854,2.17957,0.617725,170.405,29.4702,0.0821777,0.443848,0.370142,delta_cenp,tail,T25_T50,25,8,0.00157922,0.00368843,0.00418948,0.0014812,-0.00192327,0.00508172,1.06617,0.321731,0.827308,False,False,6.31689e-05,0.000147537
K8-high-r08178,8,high,1.9563,2.69519,1.39028,92.29,163.723,0.700928,0.223145,0.381567,delta_cenp,tail,T25_T50,25,8,-0.000280564,0.000302294,0.000408082,0.000144279,-0.000621729,6.06017e-05,-1.94459,0.0929046,0.781899,False,False,-1.12225e-05,1.20917e-05
K8-high-r10229,8,high,1.53638,2.85095,2.99604,83.1982,21.4722,0.439014,0.98877,0.1302,delta_cenp,tail,T25_T50,25,8,4.30873e-05,0.000292866,0.000372922,0.000131848,-0.000268683,0.000354858,0.326796,0.753377,0.920276,False,False,1.72349e-06,1.17146e-05
K8-low-r00012,8,low,1.75366,0.721313,2.85894,197.495,16.1401,0.309814,0.741699,0.0893311,delta_cenp,tail,T25_T50,25,8,-8.30763e-07,1.54614e-06,2.81504e-06,9.95267e-07,-3.1842e-06,1.52267e-06,-0.834714,0.43144,0.849078,False,False,-3.32305e-08,6.18456e-08
K8-low-r02027,8,low,2.89624,0.973755,1.26636,137.378,126.589,0.531299,0.972168,0.358276,delta_cenp,tail,T25_T50,25,8,-1.86626e-06,1.86626e-06,3.53959e-06,1.25143e-06,-4.82543e-06,1.09291e-06,-1.4913,0.179508,0.781899,False,False,-7.46505e-08,7.46505e-08
K8-low-r04112,8,low,1.5437,0.7052,2.62163,32.3584,46.228,0.473291,0.520996,0.322241,delta_cenp,tail,T25_T50,25,8,0.00016284,0.000661157,0.000963839,0.000340769,-0.00064295,0.000968629,0.47786,0.647312,0.883581,False,False,6.51359e-06,2.64463e-05
K8-low-r06143,8,low,2.16626,0.616577,1.96772,101.567,170.959,0.19292,0.900879,0.39563,delta_cenp,tail,T25_T50,25,8,1.92544e-06,1.2365e-05,1.71369e-05,6.05882e-06,-1.24014e-05,1.62523e-05,0.317792,0.759913,0.920276,False,False,7.70178e-08,4.946e-07
K8-low-r08201,8,low,2.99146,0.28894,1.05278,21.04,41.8481,0.363428,0.848145,0.361353,delta_cenp,tail,T25_T50,25,8,0,0,0,0,0,0,0,1,1,False,False,0,0
K8-low-r10228,8,low,1.75122,0.600464,1.46411,171.704,30.4224,0.141943,0.617676,0.1302,delta_cenp,tail,T25_T50,25,8,-4.18633e-07,1.28456e-06,2.21171e-06,7.81957e-07,-2.26767e-06,1.4304e-06,-0.535366,0.608977,0.865388,False,False,-1.67453e-08,5.13825e-08
K8-medium-r00000,8,medium,0.503662,1.28528,1.50894,102.495,113.64,0.759814,0.241699,0.314331,delta_cenp,tail,T25_T50,25,8,-3.67561e-05,7.71875e-05,0.000138835,4.90857e-05,-0.000152825,7.93131e-05,-0.748815,0.47837,0.849078,False,False,-1.47024e-06,3.0875e-06
K8-medium-r02040,8,medium,1.33374,1.3175,2.27886,18.6279,53.4644,0.418799,0.35498,0.302026,delta_cenp,tail,T25_T50,25,8,0.00132322,0.00374947,0.00512972,0.00181363,-0.00296534,0.00561178,0.729596,0.489326,0.849078,False,False,5.29287e-05,0.000149979
K8-medium-r04088,8,medium,0.918701,1.31213,0.596631,174.858,94.978,0.698291,0.270996,0.389038,delta_cenp,tail,T25_T50,25,8,0.000318579,0.0010078,0.00134068,0.000474001,-0.000802254,0.00143941,0.672108,0.523072,0.849078,False,False,1.27432e-05,4.0312e-05
K8-medium-r06128,8,medium,1.54126,1.30408,0.984229,54.0674,24.7095,0.86792,0.650879,0.257642,delta_cenp,tail,T25_T50,25,8,-1.6099e-05,0.000385244,0.000462952,0.000163678,-0.000403137,0.000370939,-0.0983577,0.924406,1,False,False,-6.43961e-07,1.54098e-05
K8-medium-r08179,8,medium,2.05396,1.76599,1.99409,168.55,195.906,0.491748,0.766113,0.381567,delta_cenp,tail,T25_T50,25,8,6.37975e-05,0.000141943,0.000155012,5.48051e-05,-6.57959e-05,0.000193391,1.16408,0.282528,0.781899,False,False,2.5519e-06,5.67773e-06
K8-medium-r10239,8,medium,2.78638,1.47595,1.64604,178.198,118.972,0.889014,0.48877,0.3552,delta_cenp,tail,T25_T50,25,8,-2.76978e-05,3.271e-05,4.37823e-05,1.54794e-05,-6.43007e-05,8.90514e-06,-1.78933,0.116691,0.781899,False,False,-1.10791e-06,1.3084e-06
K9-high-r00002,9,high,0.503662,2.09631,1.50894,102.495,113.64,0.759814,0.241699,0.314331,delta_cenp,tail,T25_T50,25,8,9.999e-06,3.87176e-05,4.67788e-05,1.65388e-05,-2.91091e-05,4.91071e-05,0.604578,0.564534,0.849078,False,False,3.9996e-07,1.5487e-06
K9-high-r02072,9,high,0.70874,2.53674,1.60386,161.128,102.214,0.193799,0.60498,0.414526,delta_cenp,tail,T25_T50,25,8,0.000710288,0.0011893,0.00147503,0.000521503,-0.00052287,0.00194345,1.362,0.215402,0.781899,False,False,2.84115e-05,4.75719e-05
K9-high-r04090,9,high,2.1687,2.68713,1.94663,79.8584,192.478,0.248291,0.770996,0.209741,delta_cenp,tail,T25_T50,25,8,-0.000139947,0.000489024,0.000681097,0.000240804,-0.000709359,0.000429464,-0.581167,0.579352,0.849078,False,False,-5.59789e-06,1.95609e-05
K9-high-r06159,9,high,0.974854,2.17957,0.617725,170.405,29.4702,0.0821777,0.443848,0.370142,delta_cenp,tail,T25_T50,25,8,-0.00201241,0.00638164,0.0068597,0.00242527,-0.00774726,0.00372245,-0.829766,0.434053,0.849078,False,False,-8.04963e-05,0.000255266
K9-high-r08178,9,high,1.9563,2.69519,1.39028,92.29,163.723,0.700928,0.223145,0.381567,delta_cenp,tail,T25_T50,25,8,-0.000577823,0.000691281,0.000632833,0.00022374,-0.00110688,-4.87617e-05,-2.58256,0.0363363,0.781899,True,False,-2.31129e-05,2.76512e-05
K9-high-r10229,9,high,1.53638,2.85095,2.99604,83.1982,21.4722,0.439014,0.98877,0.1302,delta_cenp,tail,T25_T50,25,8,0.000200223,0.000357585,0.000390049,0.000137903,-0.000125866,0.000526313,1.45191,0.189827,0.781899,False,False,8.00894e-06,1.43034e-05
K9-low-r00012,9,low,1.75366,0.721313,2.85894,197.495,16.1401,0.309814,0.741699,0.0893311,delta_cenp,tail,T25_T50,25,8,4.74978e-06,5.32682e-06,9.29335e-06,3.2857e-06,-3.01966e-06,1.25192e-05,1.44559,0.191531,0.781899,False,False,1.89991e-07,2.13073e-07
K9-low-r02027,9,low,2.89624,0.973755,1.26636,137.378,126.589,0.531299,0.972168,0.358276,delta_cenp,tail,T25_T50,25,8,8.30413e-08,3.02476e-06,4.27418e-06,1.51115e-06,-3.49026e-06,3.65634e-06,0.0549524,0.957712,1,False,False,3.32165e-09,1.2099e-07
K9-low-r04112,9,low,1.5437,0.7052,2.62163,32.3584,46.228,0.473291,0.520996,0.322241,delta_cenp,tail,T25_T50,25,8,-9.06359e-05,0.000915778,0.0012359,0.000436957,-0.00112388,0.000942604,-0.207425,0.841583,0.966925,False,False,-3.62543e-06,3.66311e-05
K9-low-r06143,9,low,2.16626,0.616577,1.96772,101.567,170.959,0.19292,0.900879,0.39563,delta_cenp,tail,T25_T50,25,8,1.73456e-05,2.07449e-05,3.04318e-05,1.07593e-05,-8.09602e-06,4.27872e-05,1.61215,0.150963,0.781899,False,False,6.93824e-07,8.29797e-07
K9-low-r08201,9,low,2.99146,0.28894,1.05278,21.04,41.8481,0.363428,0.848145,0.361353,delta_cenp,tail,T25_T50,25,8,-1.66279e-06,2.54251e-06,3.10525e-06,1.09787e-06,-4.25884e-06,9.33267e-07,-1.51456,0.173657,0.781899,False,False,-6.65116e-08,1.017e-07
K9-low-r10228,9,low,1.75122,0.600464,1.46411,171.704,30.4224,0.141943,0.617676,0.1302,delta_cenp,tail,T25_T50,25,8,1.54261e-06,3.00139e-06,3.41272e-06,1.20658e-06,-1.3105e-06,4.39571e-06,1.2785,0.24183,0.781899,False,False,6.17042e-08,1.20056e-07
K9-medium-r00000,9,medium,0.503662,1.28528,1.50894,102.495,113.64,0.759814,0.241699,0.314331,delta_cenp,tail,T25_T50,25,8,-1.28899e-05,6.26339e-05,8.22268e-05,2.90716e-05,-8.16332e-05,5.58534e-05,-0.443385,0.670867,0.883581,False,False,-5.15596e-07,2.50536e-06
K9-medium-r02040,9,medium,1.33374,1.3175,2.27886,18.6279,53.4644,0.418799,0.35498,0.302026,delta_cenp,tail,T25_T50,25,8,-0.000610394,0.00385808,0.00506797,0.0017918,-0.00484732,0.00362653,-0.34066,0.743355,0.920276,False,False,-2.44157e-05,0.000154323
K9-medium-r04088,9,medium,0.918701,1.31213,0.596631,174.858,94.978,0.698291,0.270996,0.389038,delta_cenp,tail,T25_T50,25,8,-0.00015402,0.0005446,0.000634972,0.000224497,-0.000684871,0.00037683,-0.68607,0.514743,0.849078,False,False,-6.16081e-06,2.1784e-05
K9-medium-r06128,9,medium,1.54126,1.30408,0.984229,54.0674,24.7095,0.86792,0.650879,0.257642,delta_cenp,tail,T25_T50,25,8,-0.000261057,0.0004378,0.000440612,0.00015578,-0.000629418,0.000107304,-1.67581,0.137682,0.781899,False,False,-1.04423e-05,1.7512e-05
K9-medium-r08179,9,medium,2.05396,1.76599,1.99409,168.55,195.906,0.491748,0.766113,0.381567,delta_cenp,tail,T25_T50,25,8,0.000117251,0.000265329,0.000280738,9.92558e-05,-0.000117452,0.000351953,1.1813,0.276058,0.781899,False,False,4.69003e-06,1.06132e-05
K9-medium-r10239,9,medium,2.78638,1.47595,1.64604,178.198,118.972,0.889014,0.48877,0.3552,delta_cenp,tail,T25_T50,25,8,2.29539e-05,3.46196e-05,4.90716e-05,1.73494e-05,-1.80711e-05,6.39788e-05,1.32303,0.227404,0.781899,False,False,9.18155e-07,1.38479e-06
K6-high-r00002,6,high,0.503662,2.09631,1.50894,102.495,113.64,0.759814,0.241699,0.314331,delta_cenp,tail,T50_T100,50,8,-6.51533e-06,2.34623e-05,3.07159e-05,1.08597e-05,-3.21944e-05,1.91638e-05,-0.599955,0.567442,0.927114,False,False,-1.30307e-07,4.69247e-07
K6-high-r02072,6,high,0.70874,2.53674,1.60386,161.128,102.214,0.193799,0.60498,0.414526,delta_cenp,tail,T50_T100,50,8,-0.000318983,0.00148401,0.00185205,0.000654798,-0.00186733,0.00122937,-0.487147,0.641038,0.927114,False,False,-6.37966e-06,2.96802e-05
K6-high-r04090,6,high,2.1687,2.68713,1.94663,79.8584,192.478,0.248291,0.770996,0.209741,delta_cenp,tail,T50_T100,50,8,0.000301741,0.000527894,0.000771794,0.00027287,-0.000343494,0.000946977,1.10581,0.305361,0.927114,False,False,6.03483e-06,1.05579e-05
K6-high-r06159,6,high,0.974854,2.17957,0.617725,170.405,29.4702,0.0821777,0.443848,0.370142,delta_cenp,tail,T50_T100,50,8,0.00800791,0.00800791,0.0110512,0.00390718,-0.00123111,0.0172469,2.04954,0.0795849,0.927114,False,False,0.000160158,0.000160158
K6-high-r08178,6,high,1.9563,2.69519,1.39028,92.29,163.723,0.700928,0.223145,0.381567,delta_cenp,tail,T50_T100,50,8,0.000329879,0.000982861,0.00148175,0.000523876,-0.000908892,0.00156865,0.629688,0.548892,0.927114,False,False,6.59757e-06,1.96572e-05
K6-high-r10229,6,high,1.53638,2.85095,2.99604,83.1982,21.4722,0.439014,0.98877,0.1302,delta_cenp,tail,T50_T100,50,8,-6.47463e-05,0.000428917,0.00050867,0.000179842,-0.000490005,0.000360513,-0.360017,0.729451,0.927114,False,False,-1.29493e-06,8.57834e-06
K6-low-r00012,6,low,1.75366,0.721313,2.85894,197.495,16.1401,0.309814,0.741699,0.0893311,delta_cenp,tail,T50_T100,50,8,1.75403e-05,2.01694e-05,2.37894e-05,8.41084e-06,-2.34818e-06,3.74288e-05,2.08544,0.0754766,0.927114,False,False,3.50806e-07,4.03388e-07
K6-low-r02027,6,low,2.89624,0.973755,1.26636,137.378,126.589,0.531299,0.972168,0.358276,delta_cenp,tail,T50_T100,50,8,0,0,0,0,0,0,0,1,1,False,False,0,0
K6-low-r04112,6,low,1.5437,0.7052,2.62163,32.3584,46.228,0.473291,0.520996,0.322241,delta_cenp,tail,T50_T100,50,8,-0.000183764,0.00105194,0.0014209,0.000502365,-0.00137167,0.00100414,-0.365797,0.725321,0.927114,False,False,-3.67528e-06,2.10388e-05
K6-low-r06143,6,low,2.16626,0.616577,1.96772,101.567,170.959,0.19292,0.900879,0.39563,delta_cenp,tail,T50_T100,50,8,-6.12932e-06,1.05899e-05,2.49165e-05,8.80932e-06,-2.696e-05,1.47014e-05,-0.695776,0.509003,0.927114,False,False,-1.22586e-07,2.11799e-07
K6-low-r08201,6,low,2.99146,0.28894,1.05278,21.04,41.8481,0.363428,0.848145,0.361353,delta_cenp,tail,T50_T100,50,8,0,0,0,0,0,0,0,1,1,False,False,0,0
K6-low-r10228,6,low,1.75122,0.600464,1.46411,171.704,30.4224,0.141943,0.617676,0.1302,delta_cenp,tail,T50_T100,50,8,-7.97007e-07,1.09418e-05,1.74099e-05,6.15534e-06,-1.53521e-05,1.3758e-05,-0.129482,0.900618,1,False,False,-1.59401e-08,2.18835e-07
K6-medium-r00000,6,medium,0.503662,1.28528,1.50894,102.495,113.64,0.759814,0.241699,0.314331,delta_cenp,tail,T50_T100,50,8,3.03951e-05,5.37351e-05,6.01787e-05,2.12764e-05,-1.99155e-05,8.07058e-05,1.42859,0.196187,0.927114,False,False,6.07902e-07,1.0747e-06
K6-medium-r02040,6,medium,1.33374,1.3175,2.27886,18.6279,53.4644,0.418799,0.35498,0.302026,delta_cenp,tail,T50_T100,50,8,-0.000712045,0.0074326,0.0101222,0.00357874,-0.00917441,0.00775032,-0.198966,0.847945,1,False,False,-1.42409e-05,0.000148652
K6-medium-r04088,6,medium,0.918701,1.31213,0.596631,174.858,94.978,0.698291,0.270996,0.389038,delta_cenp,tail,T50_T100,50,8,-0.000414489,0.00169854,0.00199077,0.000703842,-0.00207881,0.00124983,-0.588894,0.574436,0.927114,False,False,-8.28977e-06,3.39708e-05
K6-medium-r06128,6,medium,1.54126,1.30408,0.984229,54.0674,24.7095,0.86792,0.650879,0.257642,delta_cenp,tail,T50_T100,50,8,-8.46018e-05,0.000254989,0.000299424,0.000105863,-0.000334927,0.000165723,-0.799167,0.450455,0.927114,False,False,-1.69204e-06,5.09977e-06
K6-medium-r08179,6,medium,2.05396,1.76599,1.99409,168.55,195.906,0.491748,0.766113,0.381567,delta_cenp,tail,T50_T100,50,8,-8.01354e-05,0.000178295,0.000247921,8.76534e-05,-0.000287403,0.000127132,-0.91423,0.390999,0.927114,False,False,-1.60271e-06,3.56591e-06
K6-medium-r10239,6,medium,2.78638,1.47595,1.64604,178.198,118.972,0.889014,0.48877,0.3552,delta_cenp,tail,T50_T100,50,8,1.65568e-05,4.82888e-05,9.00093e-05,3.18231e-05,-5.86929e-05,9.18064e-05,0.520276,0.618916,0.927114,False,False,3.31136e-07,9.65776e-07
K8-high-r00002,8,high,0.503662,2.09631,1.50894,102.495,113.64,0.759814,0.241699,0.314331,delta_cenp,tail,T50_T100,50,8,-3.68131e-05,6.4046e-05,6.83443e-05,2.41634e-05,-9.39503e-05,2.03242e-05,-1.52351,0.171452,0.927114,False,False,-7.36261e-07,1.28092e-06
K8-high-r02072,8,high,0.70874,2.53674,1.60386,161.128,102.214,0.193799,0.60498,0.414526,delta_cenp,tail,T50_T100,50,8,-0.00074391,0.00152158,0.00176085,0.000622555,-0.00221602,0.000728199,-1.19493,0.271024,0.927114,False,False,-1.48782e-05,3.04316e-05
K8-high-r04090,8,high,2.1687,2.68713,1.94663,79.8584,192.478,0.248291,0.770996,0.209741,delta_cenp,tail,T50_T100,50,8,0.000395497,0.000664915,0.00069093,0.000244281,-0.000182135,0.000973129,1.61903,0.149473,0.927114,False,False,7.90994e-06,1.32983e-05
K8-high-r06159,8,high,0.974854,2.17957,0.617725,170.405,29.4702,0.0821777,0.443848,0.370142,delta_cenp,tail,T50_T100,50,8,-7.51423e-05,0.00186882,0.00228039,0.000806239,-0.0019816,0.00183131,-0.093201,0.928355,1,False,False,-1.50285e-06,3.73764e-05
K8-high-r08178,8,high,1.9563,2.69519,1.39028,92.29,163.723,0.700928,0.223145,0.381567,delta_cenp,tail,T50_T100,50,8,0.000122618,0.000402816,0.000599403,0.000211921,-0.000378495,0.000623732,0.578603,0.580988,0.927114,False,False,2.45236e-06,8.05633e-06
