xi,K,theta,n_reps,enp_sincere_mean,enp_sincere_se,enp_final_mean,enp_final_se
-0.75,6,1.0,20,2.0203457900407336,0.010720721321725038,2.017464306136942,0.01063527626219639
-0.5625,6,1.0,20,2.2845730847724632,0.015091715539540619,2.274845131522602,0.014536816402755113
-0.375,6,1.0,20,2.4335344974242217,0.01469704517510043,2.430249651190313,0.0144457893946167
-0.1875,6,1.0,20,2.2415765877488805,0.014755689780188536,2.228546052155763,0.014036454570908996
0.0,6,1.0,20,2.4714372504624387,0.011910511054293995,2.466618397210022,0.011689148704065625
0.1875,6,1.0,20,2.222016369087603,0.016785854002207837,2.2095867623792613,0.016172188548846743
0.375,6,1.0,20,2.436372815302,0.013469560938324935,2.4330335650474084,0.013285569624644703
0.5625,6,1.0,20,2.2930725811960064,0.015969121932146738,2.2827479479931636,0.015623335716194724
0.75,6,1.0,20,2.035400768579482,0.012669188687401571,2.0325414953746126,0.012576190133339585
